evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-140.49,29.250052231672267,-148.5,1.0,140.49,140.49,GreedyfinalResults2noS\fixed_freq_1\seed_999\checkpoint.pt
