evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-138.57,20.503389717287966,-144.0,1.0,138.57,138.57,finalResults2noS\fixed_freq_8\seed_999\checkpoint.pt
