evaluation_episode,evaluation_seed,return,length,success
1,10000,-142.0,142,1
2,10001,-155.0,155,1
3,10002,-148.0,148,1
4,10003,-151.0,151,1
5,10004,-104.0,104,1
6,10005,-135.0,135,1
7,10006,-134.0,134,1
8,10007,-111.0,111,1
9,10008,-144.0,144,1
10,10009,-142.0,142,1
11,10010,-135.0,135,1
12,10011,-141.0,141,1
13,10012,-134.0,134,1
14,10013,-139.0,139,1
15,10014,-135.0,135,1
16,10015,-140.0,140,1
17,10016,-134.0,134,1
18,10017,-145.0,145,1
19,10018,-139.0,139,1
20,10019,-150.0,150,1
21,10020,-134.0,134,1
22,10021,-134.0,134,1
23,10022,-155.0,155,1
24,10023,-149.0,149,1
25,10024,-135.0,135,1
26,10025,-147.0,147,1
27,10026,-92.0,92,1
28,10027,-136.0,136,1
29,10028,-136.0,136,1
30,10029,-135.0,135,1
31,10030,-136.0,136,1
32,10031,-136.0,136,1
33,10032,-88.0,88,1
34,10033,-134.0,134,1
35,10034,-144.0,144,1
36,10035,-135.0,135,1
37,10036,-134.0,134,1
38,10037,-141.0,141,1
39,10038,-98.0,98,1
40,10039,-135.0,135,1
41,10040,-137.0,137,1
42,10041,-145.0,145,1
43,10042,-150.0,150,1
44,10043,-171.0,171,1
45,10044,-146.0,146,1
46,10045,-152.0,152,1
47,10046,-141.0,141,1
48,10047,-145.0,145,1
49,10048,-143.0,143,1
50,10049,-143.0,143,1
51,10050,-136.0,136,1
52,10051,-135.0,135,1
53,10052,-142.0,142,1
54,10053,-138.0,138,1
55,10054,-150.0,150,1
56,10055,-136.0,136,1
57,10056,-138.0,138,1
58,10057,-136.0,136,1
59,10058,-136.0,136,1
60,10059,-136.0,136,1
61,10060,-139.0,139,1
62,10061,-143.0,143,1
63,10062,-102.0,102,1
64,10063,-136.0,136,1
65,10064,-88.0,88,1
66,10065,-135.0,135,1
67,10066,-136.0,136,1
68,10067,-147.0,147,1
69,10068,-106.0,106,1
70,10069,-89.0,89,1
71,10070,-134.0,134,1
72,10071,-140.0,140,1
73,10072,-136.0,136,1
74,10073,-96.0,96,1
75,10074,-172.0,172,1
76,10075,-136.0,136,1
77,10076,-149.0,149,1
78,10077,-139.0,139,1
79,10078,-145.0,145,1
80,10079,-135.0,135,1
81,10080,-136.0,136,1
82,10081,-102.0,102,1
83,10082,-144.0,144,1
84,10083,-138.0,138,1
85,10084,-135.0,135,1
86,10085,-140.0,140,1
87,10086,-142.0,142,1
88,10087,-135.0,135,1
89,10088,-146.0,146,1
90,10089,-150.0,150,1
91,10090,-136.0,136,1
92,10091,-136.0,136,1
93,10092,-135.0,135,1
94,10093,-98.0,98,1
95,10094,-134.0,134,1
96,10095,-150.0,150,1
97,10096,-140.0,140,1
98,10097,-142.0,142,1
99,10098,-142.0,142,1
100,10099,-147.0,147,1
