evaluation_episode,evaluation_seed,return,length,success
1,10000,-160.0,160,1
2,10001,-95.0,95,1
3,10002,-104.0,104,1
4,10003,-97.0,97,1
5,10004,-88.0,88,1
6,10005,-154.0,154,1
7,10006,-154.0,154,1
8,10007,-89.0,89,1
9,10008,-165.0,165,1
10,10009,-160.0,160,1
11,10010,-154.0,154,1
12,10011,-159.0,159,1
13,10012,-154.0,154,1
14,10013,-157.0,157,1
15,10014,-154.0,154,1
16,10015,-158.0,158,1
17,10016,-154.0,154,1
18,10017,-170.0,170,1
19,10018,-157.0,157,1
20,10019,-99.0,99,1
21,10020,-154.0,154,1
22,10021,-154.0,154,1
23,10022,-94.0,94,1
24,10023,-100.0,100,1
25,10024,-154.0,154,1
26,10025,-108.0,108,1
27,10026,-86.0,86,1
28,10027,-155.0,155,1
29,10028,-154.0,154,1
30,10029,-154.0,154,1
31,10030,-155.0,155,1
32,10031,-154.0,154,1
33,10032,-85.0,85,1
34,10033,-154.0,154,1
35,10034,-164.0,164,1
36,10035,-154.0,154,1
37,10036,-154.0,154,1
38,10037,-158.0,158,1
39,10038,-87.0,87,1
40,10039,-154.0,154,1
41,10040,-156.0,156,1
42,10041,-170.0,170,1
43,10042,-100.0,100,1
44,10043,-91.0,91,1
45,10044,-169.0,169,1
46,10045,-97.0,97,1
47,10046,-158.0,158,1
48,10047,-171.0,171,1
49,10048,-163.0,163,1
50,10049,-162.0,162,1
51,10050,-155.0,155,1
52,10051,-154.0,154,1
53,10052,-160.0,160,1
54,10053,-156.0,156,1
55,10054,-99.0,99,1
56,10055,-154.0,154,1
57,10056,-156.0,156,1
58,10057,-155.0,155,1
59,10058,-154.0,154,1
60,10059,-154.0,154,1
61,10060,-157.0,157,1
62,10061,-162.0,162,1
63,10062,-88.0,88,1
64,10063,-154.0,154,1
65,10064,-85.0,85,1
66,10065,-154.0,154,1
67,10066,-154.0,154,1
68,10067,-108.0,108,1
69,10068,-89.0,89,1
70,10069,-85.0,85,1
71,10070,-154.0,154,1
72,10071,-157.0,157,1
73,10072,-155.0,155,1
74,10073,-87.0,87,1
75,10074,-91.0,91,1
76,10075,-155.0,155,1
77,10076,-100.0,100,1
78,10077,-157.0,157,1
79,10078,-171.0,171,1
80,10079,-154.0,154,1
81,10080,-154.0,154,1
82,10081,-88.0,88,1
83,10082,-165.0,165,1
84,10083,-156.0,156,1
85,10084,-154.0,154,1
86,10085,-158.0,158,1
87,10086,-160.0,160,1
88,10087,-154.0,154,1
89,10088,-178.0,178,1
90,10089,-98.0,98,1
91,10090,-154.0,154,1
92,10091,-155.0,155,1
93,10092,-154.0,154,1
94,10093,-88.0,88,1
95,10094,-154.0,154,1
96,10095,-99.0,99,1
97,10096,-157.0,157,1
98,10097,-160.0,160,1
99,10098,-160.0,160,1
100,10099,-105.0,105,1
