episode,env_step,return,length,success,epsilon,greedy_actions,exploratory_actions,condition_triggers,gradient_steps_so_far,latest_loss
1,200,0.0,200,0,0.0,200,0,0,0,
2,400,0.0,200,0,0.0,200,0,0,0,
3,600,0.0,200,0,0.0,200,0,0,0,
4,800,0.0,200,0,0.0,200,0,0,0,
5,1000,0.0,200,0,0.0,200,0,1,1,3.0095754937065067e-06
6,1200,0.0,200,0,0.0,200,0,83,201,1.7247589312319178e-07
7,1400,0.0,200,0,0.0,200,0,85,401,8.929505668220372e-08
8,1600,0.0,200,0,0.0,200,0,82,601,3.5527861541595485e-08
9,1800,0.0,200,0,0.0,200,0,87,801,6.7848366924749826e-09
10,2000,0.0,200,0,0.0,200,0,87,1001,5.183101059458295e-09
11,2200,0.0,200,0,0.0,200,0,90,1201,4.383177376610092e-09
12,2400,0.0,200,0,0.0,200,0,92,1401,1.1263768584512945e-08
13,2600,0.0,200,0,0.0,200,0,92,1601,1.1005795386154205e-08
14,2800,0.0,200,0,0.0,200,0,97,1801,4.017886467977405e-08
15,3000,0.0,200,0,0.0,200,0,100,2001,1.0651787363258336e-07
16,3200,0.0,200,0,0.0,200,0,96,2201,2.920676500650643e-08
17,3400,0.0,200,0,0.0,200,0,100,2401,3.780782975582042e-08
18,3600,0.0,200,0,0.0,200,0,103,2601,1.3601975545896039e-08
19,3800,0.0,200,0,0.0,200,0,103,2801,3.5906825956999455e-08
20,4000,0.0,200,0,0.0,200,0,110,3001,1.1789683895813141e-08
21,4200,0.0,200,0,0.0,200,0,113,3201,2.1423206320037025e-08
22,4400,0.0,200,0,0.0,200,0,115,3401,1.8178825555992262e-08
23,4600,0.0,200,0,0.0,200,0,119,3601,8.977243837193782e-09
24,4800,0.0,200,0,0.0,200,0,122,3801,8.53585113702593e-09
25,5000,0.0,200,0,0.0,200,0,123,4001,1.7331883483961974e-08
26,5200,0.0,200,0,0.0,200,0,122,4201,1.9473874957043336e-08
27,5400,0.0,200,0,0.0,200,0,120,4401,5.0250854144451296e-08
28,5600,0.0,200,0,0.0,200,0,112,4601,1.2401123683503101e-08
29,5800,0.0,200,0,0.0,200,0,110,4801,9.98542759589327e-09
30,6000,0.0,200,0,0.0,200,0,112,5001,1.3909105867071503e-08
31,6200,0.0,200,0,0.0,200,0,106,5201,1.3100721618641842e-09
32,6400,0.0,200,0,0.0,200,0,104,5401,2.2288924039770563e-09
33,6600,0.0,200,0,0.0,200,0,103,5601,3.1860996063670655e-09
34,6800,0.0,200,0,0.0,200,0,102,5801,1.4238804801891547e-08
35,7000,0.0,200,0,0.0,200,0,102,6001,2.9963356240614303e-09
36,7200,0.0,200,0,0.0,200,0,98,6201,3.4477198873617e-09
37,7400,0.0,200,0,0.0,200,0,98,6401,1.103338309604851e-08
38,7600,0.0,200,0,0.0,200,0,91,6601,3.584977203985318e-09
39,7800,0.0,200,0,0.0,200,0,89,6801,8.43852276943835e-09
40,8000,0.0,200,0,0.0,200,0,86,7001,4.4132066889801536e-09
41,8200,0.0,200,0,0.0,200,0,85,7201,1.5093949201627765e-08
42,8400,0.0,200,0,0.0,200,0,77,7401,2.3798806481067913e-08
43,8600,0.0,200,0,0.0,200,0,75,7601,9.386502242136885e-09
44,8800,0.0,200,0,0.0,200,0,76,7801,6.165694621529383e-09
45,9000,0.0,200,0,0.0,200,0,75,8001,2.3009276262087042e-08
46,9200,0.0,200,0,0.0,200,0,68,8201,6.981960609664384e-08
47,9400,0.0,200,0,0.0,200,0,72,8401,1.7914494776505308e-08
48,9600,0.0,200,0,0.0,200,0,67,8601,4.780266849024883e-09
49,9800,0.0,200,0,0.0,200,0,68,8801,4.391528474201323e-09
50,10000,0.0,200,0,0.0,200,0,81,9001,4.0272954748843404e-08
51,10200,0.0,200,0,0.0,200,0,86,9201,1.4956913929609073e-08
52,10400,0.0,200,0,0.0,200,0,86,9401,1.0036139741487204e-07
53,10600,0.0,200,0,0.0,200,0,86,9601,1.5032796341074572e-07
54,10800,0.0,200,0,0.0,200,0,83,9801,7.702364968054098e-08
55,11000,0.0,200,0,0.0,200,0,73,10001,1.2122933767955146e-08
56,11200,0.0,200,0,0.0,200,0,82,10201,1.1198443949922421e-08
57,11400,0.0,200,0,0.0,200,0,88,10401,9.047984583787638e-09
58,11600,0.0,200,0,0.0,200,0,95,10601,4.5646718405123465e-08
59,11800,0.0,200,0,0.0,200,0,97,10801,5.937367859587539e-07
60,12000,0.0,200,0,0.0,200,0,98,11001,2.0856109728129013e-08
61,12200,0.0,200,0,0.0,200,0,101,11201,3.2676877026460716e-07
62,12400,0.0,200,0,0.0,200,0,102,11401,6.744610203668344e-08
63,12600,0.0,200,0,0.0,200,0,104,11601,9.490420893598639e-08
64,12800,0.0,200,0,0.0,200,0,104,11801,3.5351952476503357e-08
65,13000,0.0,200,0,0.0,200,0,101,12001,2.698821219837555e-07
66,13200,0.0,200,0,0.0,200,0,46,12201,3.4553087857602804e-07
67,13400,0.0,200,0,0.0,200,0,90,12401,2.1686876294779722e-08
68,13600,0.0,200,0,0.0,200,0,73,12601,7.474911356553093e-09
69,13800,0.0,200,0,0.0,200,0,60,12801,1.0146053774917618e-08
70,14000,0.0,200,0,0.0,200,0,52,13001,1.785051395586379e-08
71,14200,0.0,200,0,0.0,200,0,57,13201,1.4683736893061905e-08
72,14400,0.0,200,0,0.0,200,0,85,13401,3.300930373484334e-08
73,14600,0.0,200,0,0.0,200,0,47,13601,1.3923030728335561e-08
74,14800,0.0,200,0,0.0,200,0,56,13801,1.0808773431847385e-08
75,15000,0.0,200,0,0.0,200,0,59,14001,1.7067062429987345e-08
