evaluation_episode,evaluation_seed,return,length,success
1,10000,-103.0,103,1
2,10001,-93.0,93,1
3,10002,-101.0,101,1
4,10003,-95.0,95,1
5,10004,-87.0,87,1
6,10005,-157.0,157,1
7,10006,-156.0,156,1
8,10007,-88.0,88,1
9,10008,-102.0,102,1
10,10009,-103.0,103,1
11,10010,-156.0,156,1
12,10011,-103.0,103,1
13,10012,-159.0,159,1
14,10013,-104.0,104,1
15,10014,-156.0,156,1
16,10015,-104.0,104,1
17,10016,-155.0,155,1
18,10017,-102.0,102,1
19,10018,-104.0,104,1
20,10019,-100.0,100,1
21,10020,-158.0,158,1
22,10021,-158.0,158,1
23,10022,-93.0,93,1
24,10023,-101.0,101,1
25,10024,-162.0,162,1
26,10025,-102.0,102,1
27,10026,-85.0,85,1
28,10027,-105.0,105,1
29,10028,-158.0,158,1
30,10029,-161.0,161,1
31,10030,-106.0,106,1
32,10031,-200.0,200,0
33,10032,-84.0,84,1
34,10033,-156.0,156,1
35,10034,-102.0,102,1
36,10035,-160.0,160,1
37,10036,-157.0,157,1
38,10037,-103.0,103,1
39,10038,-87.0,87,1
40,10039,-160.0,160,1
41,10040,-104.0,104,1
42,10041,-102.0,102,1
43,10042,-101.0,101,1
44,10043,-90.0,90,1
45,10044,-102.0,102,1
46,10045,-95.0,95,1
47,10046,-103.0,103,1
48,10047,-102.0,102,1
49,10048,-102.0,102,1
50,10049,-103.0,103,1
51,10050,-105.0,105,1
52,10051,-157.0,157,1
53,10052,-103.0,103,1
54,10053,-104.0,104,1
55,10054,-100.0,100,1
56,10055,-157.0,157,1
57,10056,-104.0,104,1
58,10057,-104.0,104,1
59,10058,-157.0,157,1
60,10059,-106.0,106,1
61,10060,-104.0,104,1
62,10061,-103.0,103,1
63,10062,-87.0,87,1
64,10063,-157.0,157,1
65,10064,-84.0,84,1
66,10065,-157.0,157,1
67,10066,-106.0,106,1
68,10067,-102.0,102,1
69,10068,-88.0,88,1
70,10069,-84.0,84,1
71,10070,-156.0,156,1
72,10071,-104.0,104,1
73,10072,-105.0,105,1
74,10073,-86.0,86,1
75,10074,-90.0,90,1
76,10075,-105.0,105,1
77,10076,-101.0,101,1
78,10077,-104.0,104,1
79,10078,-102.0,102,1
80,10079,-157.0,157,1
81,10080,-157.0,157,1
82,10081,-87.0,87,1
83,10082,-102.0,102,1
84,10083,-104.0,104,1
85,10084,-164.0,164,1
86,10085,-104.0,104,1
87,10086,-103.0,103,1
88,10087,-157.0,157,1
89,10088,-102.0,102,1
90,10089,-100.0,100,1
91,10090,-106.0,106,1
92,10091,-105.0,105,1
93,10092,-159.0,159,1
94,10093,-87.0,87,1
95,10094,-155.0,155,1
96,10095,-101.0,101,1
97,10096,-104.0,104,1
98,10097,-103.0,103,1
99,10098,-103.0,103,1
100,10099,-102.0,102,1
