checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_dqn\seed_42\checkpoint.pt,100,10000,-156.84,34.1306817151875,-165.0,0.81,156.84,146.71604938271605
