method,n_seeds,mean_return_mean,mean_return_std,mean_return_ci95_low,mean_return_ci95_high,success_rate_mean,success_rate_std,success_rate_ci95_low,success_rate_ci95_high,mean_episode_length_mean,mean_episode_length_std,mean_episode_length_ci95_low,mean_episode_length_ci95_high
fixed_freq_1,5,0.4,0.5477225575051662,0.0,0.8,0.4,0.5477225575051662,0.0,0.8,171.246,41.30906413851566,135.422,200.0
fixed_freq_4,5,0.7939999999999999,0.44404954678504066,0.394,1.0,0.7939999999999999,0.44404954678504066,0.394,1.0,153.43800000000002,31.406478153400137,130.794,179.67600000000002
fixed_freq_8,5,0.93,0.07314369419163898,0.874,0.986,0.93,0.07314369419163898,0.8699999999999999,0.986,142.206,13.07741679384732,132.01399999999998,152.274
fixed_freq_16,5,0.86,0.2587469806587122,0.626,0.994,0.86,0.2587469806587122,0.626,0.994,153.64399999999998,26.644731749447217,135.04,175.56200000000004
fixed_freq_32,5,0.9720000000000001,0.025884358211089593,0.952,0.992,0.9720000000000001,0.025884358211089593,0.952,0.992,132.154,10.18653179448236,123.79799999999997,139.268
dynamic_condition,5,0.932,0.14652644812456211,0.8,1.0,0.932,0.14652644812456211,0.8,1.0,138.224,14.390751543960445,128.13600000000002,150.474
