checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_freq_16\seed_9\checkpoint.pt,100,10000,-151.86,38.767637237387795,-166.0,0.99,151.86,151.37373737373738
