evaluation_episode,evaluation_seed,return,length,success
1,10000,-104.0,104,1
2,10001,-103.0,103,1
3,10002,-104.0,104,1
4,10003,-103.0,103,1
5,10004,-101.0,101,1
6,10005,-107.0,107,1
7,10006,-108.0,108,1
8,10007,-101.0,101,1
9,10008,-104.0,104,1
10,10009,-104.0,104,1
11,10010,-108.0,108,1
12,10011,-104.0,104,1
13,10012,-110.0,110,1
14,10013,-104.0,104,1
15,10014,-108.0,108,1
16,10015,-104.0,104,1
17,10016,-108.0,108,1
18,10017,-104.0,104,1
19,10018,-104.0,104,1
20,10019,-103.0,103,1
21,10020,-108.0,108,1
22,10021,-108.0,108,1
23,10022,-103.0,103,1
24,10023,-103.0,103,1
25,10024,-111.0,111,1
26,10025,-104.0,104,1
27,10026,-97.0,97,1
28,10027,-105.0,105,1
29,10028,-105.0,105,1
30,10029,-111.0,111,1
31,10030,-105.0,105,1
32,10031,-111.0,111,1
33,10032,-84.0,84,1
34,10033,-108.0,108,1
35,10034,-104.0,104,1
36,10035,-111.0,111,1
37,10036,-110.0,110,1
38,10037,-104.0,104,1
39,10038,-100.0,100,1
40,10039,-111.0,111,1
41,10040,-104.0,104,1
42,10041,-104.0,104,1
43,10042,-103.0,103,1
44,10043,-102.0,102,1
45,10044,-104.0,104,1
46,10045,-103.0,103,1
47,10046,-104.0,104,1
48,10047,-104.0,104,1
49,10048,-104.0,104,1
50,10049,-104.0,104,1
51,10050,-105.0,105,1
52,10051,-107.0,107,1
53,10052,-104.0,104,1
54,10053,-104.0,104,1
55,10054,-103.0,103,1
56,10055,-106.0,106,1
57,10056,-104.0,104,1
58,10057,-104.0,104,1
59,10058,-106.0,106,1
60,10059,-105.0,105,1
61,10060,-104.0,104,1
62,10061,-104.0,104,1
63,10062,-101.0,101,1
64,10063,-106.0,106,1
65,10064,-84.0,84,1
66,10065,-108.0,108,1
67,10066,-105.0,105,1
68,10067,-104.0,104,1
69,10068,-101.0,101,1
70,10069,-84.0,84,1
71,10070,-108.0,108,1
72,10071,-104.0,104,1
73,10072,-105.0,105,1
74,10073,-99.0,99,1
75,10074,-102.0,102,1
76,10075,-105.0,105,1
77,10076,-103.0,103,1
78,10077,-104.0,104,1
79,10078,-104.0,104,1
80,10079,-107.0,107,1
81,10080,-106.0,106,1
82,10081,-101.0,101,1
83,10082,-104.0,104,1
84,10083,-104.0,104,1
85,10084,-111.0,111,1
86,10085,-104.0,104,1
87,10086,-104.0,104,1
88,10087,-107.0,107,1
89,10088,-104.0,104,1
90,10089,-103.0,103,1
91,10090,-105.0,105,1
92,10091,-105.0,105,1
93,10092,-111.0,111,1
94,10093,-100.0,100,1
95,10094,-108.0,108,1
96,10095,-103.0,103,1
97,10096,-104.0,104,1
98,10097,-104.0,104,1
99,10098,-104.0,104,1
100,10099,-104.0,104,1
