evaluation_episode,evaluation_seed,return,length,success
1,10000,-148.0,148,1
2,10001,-109.0,109,1
3,10002,-158.0,158,1
4,10003,-153.0,153,1
5,10004,-91.0,91,1
6,10005,-107.0,107,1
7,10006,-108.0,108,1
8,10007,-93.0,93,1
9,10008,-151.0,151,1
10,10009,-148.0,148,1
11,10010,-108.0,108,1
12,10011,-148.0,148,1
13,10012,-108.0,108,1
14,10013,-145.0,145,1
15,10014,-108.0,108,1
16,10015,-147.0,147,1
17,10016,-109.0,109,1
18,10017,-152.0,152,1
19,10018,-145.0,145,1
20,10019,-178.0,178,1
21,10020,-109.0,109,1
22,10021,-109.0,109,1
23,10022,-109.0,109,1
24,10023,-161.0,161,1
25,10024,-108.0,108,1
26,10025,-156.0,156,1
27,10026,-87.0,87,1
28,10027,-106.0,106,1
29,10028,-106.0,106,1
30,10029,-108.0,108,1
31,10030,-106.0,106,1
32,10031,-108.0,108,1
33,10032,-86.0,86,1
34,10033,-108.0,108,1
35,10034,-150.0,150,1
36,10035,-108.0,108,1
37,10036,-109.0,109,1
38,10037,-148.0,148,1
39,10038,-90.0,90,1
40,10039,-108.0,108,1
41,10040,-144.0,144,1
42,10041,-152.0,152,1
43,10042,-172.0,172,1
44,10043,-96.0,96,1
45,10044,-155.0,155,1
46,10045,-133.0,133,1
47,10046,-148.0,148,1
48,10047,-152.0,152,1
49,10048,-150.0,150,1
50,10049,-149.0,149,1
51,10050,-106.0,106,1
52,10051,-108.0,108,1
53,10052,-148.0,148,1
54,10053,-145.0,145,1
55,10054,-179.0,179,1
56,10055,-107.0,107,1
57,10056,-144.0,144,1
58,10057,-145.0,145,1
59,10058,-107.0,107,1
60,10059,-106.0,106,1
61,10060,-146.0,146,1
62,10061,-150.0,150,1
63,10062,-91.0,91,1
64,10063,-107.0,107,1
65,10064,-86.0,86,1
66,10065,-108.0,108,1
67,10066,-106.0,106,1
68,10067,-156.0,156,1
69,10068,-92.0,92,1
70,10069,-86.0,86,1
71,10070,-108.0,108,1
72,10071,-145.0,145,1
73,10072,-106.0,106,1
74,10073,-89.0,89,1
75,10074,-96.0,96,1
76,10075,-106.0,106,1
77,10076,-161.0,161,1
78,10077,-145.0,145,1
79,10078,-152.0,152,1
80,10079,-107.0,107,1
81,10080,-107.0,107,1
82,10081,-91.0,91,1
83,10082,-151.0,151,1
84,10083,-145.0,145,1
85,10084,-108.0,108,1
86,10085,-146.0,146,1
87,10086,-148.0,148,1
88,10087,-107.0,107,1
89,10088,-155.0,155,1
90,10089,-183.0,183,1
91,10090,-106.0,106,1
92,10091,-106.0,106,1
93,10092,-108.0,108,1
94,10093,-90.0,90,1
95,10094,-108.0,108,1
96,10095,-173.0,173,1
97,10096,-145.0,145,1
98,10097,-148.0,148,1
99,10098,-148.0,148,1
100,10099,-157.0,157,1
