evaluation_episode,evaluation_seed,return,length,success
1,10000,-163.0,163,1
2,10001,-185.0,185,1
3,10002,-170.0,170,1
4,10003,-178.0,178,1
5,10004,-97.0,97,1
6,10005,-144.0,144,1
7,10006,-144.0,144,1
8,10007,-95.0,95,1
9,10008,-166.0,166,1
10,10009,-164.0,164,1
11,10010,-144.0,144,1
12,10011,-162.0,162,1
13,10012,-142.0,142,1
14,10013,-164.0,164,1
15,10014,-144.0,144,1
16,10015,-163.0,163,1
17,10016,-143.0,143,1
18,10017,-167.0,167,1
19,10018,-164.0,164,1
20,10019,-175.0,175,1
21,10020,-142.0,142,1
22,10021,-145.0,145,1
23,10022,-185.0,185,1
24,10023,-173.0,173,1
25,10024,-200.0,200,0
26,10025,-169.0,169,1
27,10026,-90.0,90,1
28,10027,-147.0,147,1
29,10028,-147.0,147,1
30,10029,-141.0,141,1
31,10030,-148.0,148,1
32,10031,-200.0,200,0
33,10032,-88.0,88,1
34,10033,-144.0,144,1
35,10034,-166.0,166,1
36,10035,-200.0,200,0
37,10036,-141.0,141,1
38,10037,-163.0,163,1
39,10038,-94.0,94,1
40,10039,-200.0,200,0
41,10040,-200.0,200,0
42,10041,-168.0,168,1
43,10042,-174.0,174,1
44,10043,-109.0,109,1
45,10044,-168.0,168,1
46,10045,-179.0,179,1
47,10046,-164.0,164,1
48,10047,-167.0,167,1
49,10048,-165.0,165,1
50,10049,-164.0,164,1
51,10050,-199.0,199,1
52,10051,-146.0,146,1
53,10052,-164.0,164,1
54,10053,-164.0,164,1
55,10054,-175.0,175,1
56,10055,-144.0,144,1
57,10056,-200.0,200,0
58,10057,-199.0,199,1
59,10058,-144.0,144,1
60,10059,-148.0,148,1
61,10060,-164.0,164,1
62,10061,-165.0,165,1
63,10062,-96.0,96,1
64,10063,-144.0,144,1
65,10064,-88.0,88,1
66,10065,-146.0,146,1
67,10066,-148.0,148,1
68,10067,-169.0,169,1
69,10068,-94.0,94,1
70,10069,-89.0,89,1
71,10070,-144.0,144,1
72,10071,-164.0,164,1
73,10072,-199.0,199,1
74,10073,-93.0,93,1
75,10074,-108.0,108,1
76,10075,-200.0,200,1
77,10076,-173.0,173,1
78,10077,-164.0,164,1
79,10078,-167.0,167,1
80,10079,-144.0,144,1
81,10080,-144.0,144,1
82,10081,-96.0,96,1
83,10082,-166.0,166,1
84,10083,-200.0,200,0
85,10084,-200.0,200,0
86,10085,-163.0,163,1
87,10086,-164.0,164,1
88,10087,-146.0,146,1
89,10088,-169.0,169,1
90,10089,-176.0,176,1
91,10090,-148.0,148,1
92,10091,-199.0,199,1
93,10092,-200.0,200,0
94,10093,-94.0,94,1
95,10094,-144.0,144,1
96,10095,-174.0,174,1
97,10096,-164.0,164,1
98,10097,-164.0,164,1
99,10098,-164.0,164,1
100,10099,-170.0,170,1
