evaluation_episode,evaluation_seed,return,length,success
1,10000,-163.0,163,1
2,10001,-93.0,93,1
3,10002,-100.0,100,1
4,10003,-95.0,95,1
5,10004,-87.0,87,1
6,10005,-147.0,147,1
7,10006,-148.0,148,1
8,10007,-88.0,88,1
9,10008,-118.0,118,1
10,10009,-164.0,164,1
11,10010,-148.0,148,1
12,10011,-150.0,150,1
13,10012,-150.0,150,1
14,10013,-148.0,148,1
15,10014,-148.0,148,1
16,10015,-149.0,149,1
17,10016,-150.0,150,1
18,10017,-107.0,107,1
19,10018,-148.0,148,1
20,10019,-96.0,96,1
21,10020,-150.0,150,1
22,10021,-148.0,148,1
23,10022,-93.0,93,1
24,10023,-97.0,97,1
25,10024,-155.0,155,1
26,10025,-102.0,102,1
27,10026,-85.0,85,1
28,10027,-147.0,147,1
29,10028,-147.0,147,1
30,10029,-153.0,153,1
31,10030,-147.0,147,1
32,10031,-158.0,158,1
33,10032,-84.0,84,1
34,10033,-150.0,150,1
35,10034,-122.0,122,1
36,10035,-154.0,154,1
37,10036,-150.0,150,1
38,10037,-150.0,150,1
39,10038,-86.0,86,1
40,10039,-154.0,154,1
41,10040,-147.0,147,1
42,10041,-108.0,108,1
43,10042,-97.0,97,1
44,10043,-90.0,90,1
45,10044,-105.0,105,1
46,10045,-95.0,95,1
47,10046,-150.0,150,1
48,10047,-107.0,107,1
49,10048,-130.0,130,1
50,10049,-168.0,168,1
51,10050,-147.0,147,1
52,10051,-147.0,147,1
53,10052,-164.0,164,1
54,10053,-148.0,148,1
55,10054,-96.0,96,1
56,10055,-147.0,147,1
57,10056,-148.0,148,1
58,10057,-147.0,147,1
59,10058,-147.0,147,1
60,10059,-147.0,147,1
61,10060,-148.0,148,1
62,10061,-149.0,149,1
63,10062,-87.0,87,1
64,10063,-147.0,147,1
65,10064,-84.0,84,1
66,10065,-148.0,148,1
67,10066,-147.0,147,1
68,10067,-102.0,102,1
69,10068,-87.0,87,1
70,10069,-84.0,84,1
71,10070,-148.0,148,1
72,10071,-148.0,148,1
73,10072,-147.0,147,1
74,10073,-86.0,86,1
75,10074,-90.0,90,1
76,10075,-147.0,147,1
77,10076,-97.0,97,1
78,10077,-148.0,148,1
79,10078,-107.0,107,1
80,10079,-147.0,147,1
81,10080,-147.0,147,1
82,10081,-87.0,87,1
83,10082,-117.0,117,1
84,10083,-148.0,148,1
85,10084,-153.0,153,1
86,10085,-149.0,149,1
87,10086,-164.0,164,1
88,10087,-147.0,147,1
89,10088,-103.0,103,1
90,10089,-96.0,96,1
91,10090,-147.0,147,1
92,10091,-147.0,147,1
93,10092,-153.0,153,1
94,10093,-86.0,86,1
95,10094,-148.0,148,1
96,10095,-97.0,97,1
97,10096,-148.0,148,1
98,10097,-165.0,165,1
99,10098,-165.0,165,1
100,10099,-101.0,101,1
