checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_freq_4\seed_99999\checkpoint.pt,100,10000,-118.4,17.129335696813854,-113.0,1.0,118.4,118.4
