checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_freq_8\seed_99999\checkpoint.pt,100,10000,-157.2,12.37625618560464,-154.0,0.96,157.2,155.41666666666666
