checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_dqn_64\seed_43\checkpoint.pt,100,10000,-149.25,17.942880752459168,-147.0,1.0,149.25,149.25
