evaluation_episode,evaluation_seed,return,length,success
1,10000,-147.0,147,1
2,10001,-183.0,183,1
3,10002,-185.0,185,1
4,10003,-183.0,183,1
5,10004,-145.0,145,1
6,10005,-147.0,147,1
7,10006,-147.0,147,1
8,10007,-145.0,145,1
9,10008,-117.0,117,1
10,10009,-147.0,147,1
11,10010,-147.0,147,1
12,10011,-146.0,146,1
13,10012,-147.0,147,1
14,10013,-146.0,146,1
15,10014,-147.0,147,1
16,10015,-146.0,146,1
17,10016,-147.0,147,1
18,10017,-116.0,116,1
19,10018,-146.0,146,1
20,10019,-185.0,185,1
21,10020,-147.0,147,1
22,10021,-147.0,147,1
23,10022,-183.0,183,1
24,10023,-185.0,185,1
25,10024,-148.0,148,1
26,10025,-185.0,185,1
27,10026,-144.0,144,1
28,10027,-146.0,146,1
29,10028,-147.0,147,1
30,10029,-148.0,148,1
31,10030,-147.0,147,1
32,10031,-148.0,148,1
33,10032,-144.0,144,1
34,10033,-147.0,147,1
35,10034,-117.0,117,1
36,10035,-148.0,148,1
37,10036,-147.0,147,1
38,10037,-146.0,146,1
39,10038,-145.0,145,1
40,10039,-148.0,148,1
41,10040,-147.0,147,1
42,10041,-116.0,116,1
43,10042,-185.0,185,1
44,10043,-146.0,146,1
45,10044,-116.0,116,1
46,10045,-183.0,183,1
47,10046,-146.0,146,1
48,10047,-116.0,116,1
49,10048,-118.0,118,1
50,10049,-119.0,119,1
51,10050,-146.0,146,1
52,10051,-147.0,147,1
53,10052,-147.0,147,1
54,10053,-146.0,146,1
55,10054,-185.0,185,1
56,10055,-147.0,147,1
57,10056,-147.0,147,1
58,10057,-146.0,146,1
59,10058,-147.0,147,1
60,10059,-147.0,147,1
61,10060,-146.0,146,1
62,10061,-119.0,119,1
63,10062,-145.0,145,1
64,10063,-147.0,147,1
65,10064,-144.0,144,1
66,10065,-147.0,147,1
67,10066,-147.0,147,1
68,10067,-185.0,185,1
69,10068,-145.0,145,1
70,10069,-144.0,144,1
71,10070,-147.0,147,1
72,10071,-146.0,146,1
73,10072,-146.0,146,1
74,10073,-144.0,144,1
75,10074,-146.0,146,1
76,10075,-146.0,146,1
77,10076,-185.0,185,1
78,10077,-146.0,146,1
79,10078,-116.0,116,1
80,10079,-147.0,147,1
81,10080,-147.0,147,1
82,10081,-145.0,145,1
83,10082,-117.0,117,1
84,10083,-146.0,146,1
85,10084,-148.0,148,1
86,10085,-146.0,146,1
87,10086,-147.0,147,1
88,10087,-147.0,147,1
89,10088,-185.0,185,1
90,10089,-183.0,183,1
91,10090,-147.0,147,1
92,10091,-146.0,146,1
93,10092,-148.0,148,1
94,10093,-145.0,145,1
95,10094,-147.0,147,1
96,10095,-185.0,185,1
97,10096,-146.0,146,1
98,10097,-147.0,147,1
99,10098,-147.0,147,1
100,10099,-185.0,185,1
