evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-156.16,13.668307366408841,-151.0,0.99,156.16,155.7171717171717,GreedyfinalResults2noS\dynamic_condition\seed_999\checkpoint.pt
