evaluation_episode,evaluation_seed,return,length,success
1,10000,-150.0,150,1
2,10001,-166.0,166,1
3,10002,-158.0,158,1
4,10003,-162.0,162,1
5,10004,-98.0,98,1
6,10005,-141.0,141,1
7,10006,-139.0,139,1
8,10007,-102.0,102,1
9,10008,-154.0,154,1
10,10009,-150.0,150,1
11,10010,-139.0,139,1
12,10011,-149.0,149,1
13,10012,-138.0,138,1
14,10013,-148.0,148,1
15,10014,-139.0,139,1
16,10015,-149.0,149,1
17,10016,-139.0,139,1
18,10017,-155.0,155,1
19,10018,-148.0,148,1
20,10019,-161.0,161,1
21,10020,-139.0,139,1
22,10021,-141.0,141,1
23,10022,-166.0,166,1
24,10023,-159.0,159,1
25,10024,-174.0,174,1
26,10025,-156.0,156,1
27,10026,-88.0,88,1
28,10027,-144.0,144,1
29,10028,-143.0,143,1
30,10029,-171.0,171,1
31,10030,-143.0,143,1
32,10031,-190.0,190,1
33,10032,-86.0,86,1
34,10033,-139.0,139,1
35,10034,-154.0,154,1
36,10035,-172.0,172,1
37,10036,-138.0,138,1
38,10037,-149.0,149,1
39,10038,-94.0,94,1
40,10039,-172.0,172,1
41,10040,-145.0,145,1
42,10041,-155.0,155,1
43,10042,-160.0,160,1
44,10043,-133.0,133,1
45,10044,-156.0,156,1
46,10045,-163.0,163,1
47,10046,-149.0,149,1
48,10047,-155.0,155,1
49,10048,-152.0,152,1
50,10049,-150.0,150,1
51,10050,-144.0,144,1
52,10051,-141.0,141,1
53,10052,-150.0,150,1
54,10053,-147.0,147,1
55,10054,-161.0,161,1
56,10055,-142.0,142,1
57,10056,-147.0,147,1
58,10057,-144.0,144,1
59,10058,-142.0,142,1
60,10059,-143.0,143,1
61,10060,-148.0,148,1
62,10061,-152.0,152,1
63,10062,-97.0,97,1
64,10063,-142.0,142,1
65,10064,-86.0,86,1
66,10065,-141.0,141,1
67,10066,-143.0,143,1
68,10067,-157.0,157,1
69,10068,-99.0,99,1
70,10069,-87.0,87,1
71,10070,-139.0,139,1
72,10071,-148.0,148,1
73,10072,-144.0,144,1
74,10073,-93.0,93,1
75,10074,-129.0,129,1
76,10075,-144.0,144,1
77,10076,-159.0,159,1
78,10077,-147.0,147,1
79,10078,-155.0,155,1
80,10079,-141.0,141,1
81,10080,-142.0,142,1
82,10081,-97.0,97,1
83,10082,-154.0,154,1
84,10083,-147.0,147,1
85,10084,-172.0,172,1
86,10085,-148.0,148,1
87,10086,-150.0,150,1
88,10087,-141.0,141,1
89,10088,-156.0,156,1
90,10089,-161.0,161,1
91,10090,-143.0,143,1
92,10091,-144.0,144,1
93,10092,-172.0,172,1
94,10093,-95.0,95,1
95,10094,-139.0,139,1
96,10095,-160.0,160,1
97,10096,-148.0,148,1
98,10097,-150.0,150,1
99,10098,-150.0,150,1
100,10099,-157.0,157,1
