evaluation_episode,evaluation_seed,return,length,success
1,10000,-160.0,160,1
2,10001,-107.0,107,1
3,10002,-180.0,180,1
4,10003,-130.0,130,1
5,10004,-88.0,88,1
6,10005,-136.0,136,1
7,10006,-135.0,135,1
8,10007,-88.0,88,1
9,10008,-167.0,167,1
10,10009,-162.0,162,1
11,10010,-134.0,134,1
12,10011,-160.0,160,1
13,10012,-134.0,134,1
14,10013,-156.0,156,1
15,10014,-134.0,134,1
16,10015,-159.0,159,1
17,10016,-134.0,134,1
18,10017,-172.0,172,1
19,10018,-155.0,155,1
20,10019,-186.0,186,1
21,10020,-134.0,134,1
22,10021,-135.0,135,1
23,10022,-106.0,106,1
24,10023,-183.0,183,1
25,10024,-132.0,132,1
26,10025,-173.0,173,1
27,10026,-85.0,85,1
28,10027,-137.0,137,1
29,10028,-136.0,136,1
30,10029,-133.0,133,1
31,10030,-137.0,137,1
32,10031,-131.0,131,1
33,10032,-83.0,83,1
34,10033,-134.0,134,1
35,10034,-167.0,167,1
36,10035,-132.0,132,1
37,10036,-134.0,134,1
38,10037,-160.0,160,1
39,10038,-86.0,86,1
40,10039,-132.0,132,1
41,10040,-139.0,139,1
42,10041,-172.0,172,1
43,10042,-184.0,184,1
44,10043,-92.0,92,1
45,10044,-172.0,172,1
46,10045,-123.0,123,1
47,10046,-160.0,160,1
48,10047,-172.0,172,1
49,10048,-167.0,167,1
50,10049,-164.0,164,1
51,10050,-139.0,139,1
52,10051,-136.0,136,1
53,10052,-162.0,162,1
54,10053,-142.0,142,1
55,10054,-186.0,186,1
56,10055,-136.0,136,1
57,10056,-139.0,139,1
58,10057,-138.0,138,1
59,10058,-136.0,136,1
60,10059,-136.0,136,1
61,10060,-144.0,144,1
62,10061,-166.0,166,1
63,10062,-87.0,87,1
64,10063,-136.0,136,1
65,10064,-83.0,83,1
66,10065,-135.0,135,1
67,10066,-136.0,136,1
68,10067,-173.0,173,1
69,10068,-88.0,88,1
70,10069,-84.0,84,1
71,10070,-134.0,134,1
72,10071,-156.0,156,1
73,10072,-138.0,138,1
74,10073,-86.0,86,1
75,10074,-92.0,92,1
76,10075,-139.0,139,1
77,10076,-183.0,183,1
78,10077,-143.0,143,1
79,10078,-172.0,172,1
80,10079,-136.0,136,1
81,10080,-136.0,136,1
82,10081,-87.0,87,1
83,10082,-167.0,167,1
84,10083,-141.0,141,1
85,10084,-132.0,132,1
86,10085,-156.0,156,1
87,10086,-162.0,162,1
88,10087,-136.0,136,1
89,10088,-173.0,173,1
90,10089,-200.0,200,0
91,10090,-136.0,136,1
92,10091,-139.0,139,1
93,10092,-132.0,132,1
94,10093,-87.0,87,1
95,10094,-135.0,135,1
96,10095,-185.0,185,1
97,10096,-156.0,156,1
98,10097,-162.0,162,1
99,10098,-162.0,162,1
100,10099,-179.0,179,1
