evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-141.19,29.70110190793356,-155.0,1.0,141.19,141.19,GreedyfinalResults2noS\dynamic_condition\seed_99\checkpoint.pt
