evaluation_episode,evaluation_seed,return,length,success
1,10000,-139.0,139,1
2,10001,-141.0,141,1
3,10002,-140.0,140,1
4,10003,-141.0,141,1
5,10004,-142.0,142,1
6,10005,-138.0,138,1
7,10006,-137.0,137,1
8,10007,-142.0,142,1
9,10008,-140.0,140,1
10,10009,-139.0,139,1
11,10010,-137.0,137,1
12,10011,-139.0,139,1
13,10012,-137.0,137,1
14,10013,-139.0,139,1
15,10014,-137.0,137,1
16,10015,-139.0,139,1
17,10016,-137.0,137,1
18,10017,-140.0,140,1
19,10018,-139.0,139,1
20,10019,-141.0,141,1
21,10020,-137.0,137,1
22,10021,-137.0,137,1
23,10022,-141.0,141,1
24,10023,-141.0,141,1
25,10024,-138.0,138,1
26,10025,-140.0,140,1
27,10026,-85.0,85,1
28,10027,-137.0,137,1
29,10028,-137.0,137,1
30,10029,-138.0,138,1
31,10030,-137.0,137,1
32,10031,-138.0,138,1
33,10032,-83.0,83,1
34,10033,-137.0,137,1
35,10034,-140.0,140,1
36,10035,-138.0,138,1
37,10036,-138.0,138,1
38,10037,-139.0,139,1
39,10038,-86.0,86,1
40,10039,-138.0,138,1
41,10040,-138.0,138,1
42,10041,-140.0,140,1
43,10042,-141.0,141,1
44,10043,-141.0,141,1
45,10044,-140.0,140,1
46,10045,-141.0,141,1
47,10046,-139.0,139,1
48,10047,-140.0,140,1
49,10048,-139.0,139,1
50,10049,-139.0,139,1
51,10050,-138.0,138,1
52,10051,-138.0,138,1
53,10052,-139.0,139,1
54,10053,-139.0,139,1
55,10054,-141.0,141,1
56,10055,-138.0,138,1
57,10056,-138.0,138,1
58,10057,-138.0,138,1
59,10058,-138.0,138,1
60,10059,-137.0,137,1
61,10060,-139.0,139,1
62,10061,-139.0,139,1
63,10062,-142.0,142,1
64,10063,-138.0,138,1
65,10064,-84.0,84,1
66,10065,-138.0,138,1
67,10066,-137.0,137,1
68,10067,-140.0,140,1
69,10068,-142.0,142,1
70,10069,-84.0,84,1
71,10070,-137.0,137,1
72,10071,-139.0,139,1
73,10072,-138.0,138,1
74,10073,-86.0,86,1
75,10074,-141.0,141,1
76,10075,-138.0,138,1
77,10076,-141.0,141,1
78,10077,-139.0,139,1
79,10078,-140.0,140,1
80,10079,-138.0,138,1
81,10080,-138.0,138,1
82,10081,-142.0,142,1
83,10082,-140.0,140,1
84,10083,-139.0,139,1
85,10084,-138.0,138,1
86,10085,-139.0,139,1
87,10086,-139.0,139,1
88,10087,-138.0,138,1
89,10088,-140.0,140,1
90,10089,-141.0,141,1
91,10090,-137.0,137,1
92,10091,-138.0,138,1
93,10092,-138.0,138,1
94,10093,-86.0,86,1
95,10094,-137.0,137,1
96,10095,-141.0,141,1
97,10096,-139.0,139,1
98,10097,-139.0,139,1
99,10098,-139.0,139,1
100,10099,-140.0,140,1
