checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\dynamic_condition\seed_99\checkpoint.pt,100,10000,-120.6,33.496570003810874,-107.0,0.98,120.6,118.9795918367347
