episode,env_step,return,length,success,epsilon,greedy_actions,exploratory_actions,condition_triggers,gradient_steps_so_far,latest_loss
1,200,0.0,200,0,0.9960399,1,199,0,0,
2,400,0.0,200,0,0.9920599,2,198,0,0,
3,600,0.0,200,0,0.9880799,1,199,0,0,
4,800,0.0,200,0,0.9840999,5,195,0,0,
5,1000,0.0,200,0,0.9801199,5,195,0,1,0.0046982550993561745
6,1200,0.0,200,0,0.9761399,4,196,4,201,1.3342080364964204e-06
7,1400,0.0,200,0,0.9721599,2,198,1,401,4.308738255076605e-07
8,1600,0.0,200,0,0.9681799,4,196,1,601,2.3192889386791649e-07
9,1800,0.0,200,0,0.9641999,8,192,2,801,1.4959348959564522e-07
10,2000,0.0,200,0,0.9602199,11,189,3,1001,9.843641635143285e-08
11,2200,0.0,200,0,0.9562399,9,191,6,1201,5.28520374132313e-08
12,2400,0.0,200,0,0.9522599,10,190,6,1401,2.585388791942478e-08
13,2600,0.0,200,0,0.9482799,11,189,3,1601,2.3661048231815585e-08
14,2800,0.0,200,0,0.9442999,11,189,1,1801,6.655468354210825e-08
15,3000,0.0,200,0,0.9403199,10,190,4,2001,1.954705020068559e-08
16,3200,0.0,200,0,0.9363399,7,193,0,2201,2.2873518190635878e-08
17,3400,0.0,200,0,0.9323599,12,188,4,2401,2.9757651986983547e-07
18,3600,0.0,200,0,0.9283799,12,188,3,2601,1.0978035902553529e-07
19,3800,0.0,200,0,0.9243999,6,194,0,2801,5.357054533305927e-08
20,4000,0.0,200,0,0.9204199,22,178,0,3001,2.2590094772567682e-07
21,4200,0.0,200,0,0.9164399,16,184,1,3201,5.8578692119226616e-08
22,4400,0.0,200,0,0.9124599,14,186,0,3401,5.304234207414993e-08
23,4600,0.0,200,0,0.9084799,21,179,0,3601,3.2621875334371e-07
24,4800,0.0,200,0,0.9044999,18,182,2,3801,3.997313413606207e-08
25,5000,0.0,200,0,0.9005199,30,170,0,4001,2.6156897092732834e-08
26,5200,0.0,200,0,0.8965399000000001,19,181,1,4201,5.8445355222147555e-08
27,5400,0.0,200,0,0.8925599,14,186,0,4401,3.5703440204315484e-08
28,5600,0.0,200,0,0.8885799,25,175,0,4601,2.460040605001268e-06
29,5800,0.0,200,0,0.8845999,20,180,1,4801,1.3942906207375927e-07
30,6000,0.0,200,0,0.8806199,17,183,1,5001,1.832481544283837e-08
31,6200,0.0,200,0,0.8766399,19,181,3,5201,2.2659756382381602e-07
32,6400,0.0,200,0,0.8726598999999999,33,167,0,5401,1.2591581999288337e-08
33,6600,0.0,200,0,0.8686799000000001,21,179,9,5601,8.968332565473247e-08
34,6800,0.0,200,0,0.8646999,28,172,12,5801,1.6054359619488423e-08
35,7000,0.0,200,0,0.8607199,19,181,9,6001,1.6229243726684217e-08
36,7200,0.0,200,0,0.8567399,33,167,13,6201,1.760304968456694e-07
37,7400,0.0,200,0,0.8527599,34,166,12,6401,5.113373902077001e-08
38,7600,0.0,200,0,0.8487799,25,175,6,6601,3.546636762052913e-08
39,7800,0.0,200,0,0.8447998999999999,39,161,15,6801,4.0281207702719257e-07
40,8000,0.0,200,0,0.8408199,31,169,14,7001,5.226835497751381e-08
41,8200,0.0,200,0,0.8368399,27,173,6,7201,1.9651739791015643e-08
42,8400,0.0,200,0,0.8328599,34,166,15,7401,2.0747080498040305e-08
43,8600,0.0,200,0,0.8288799,33,167,11,7601,4.349319482344072e-08
44,8800,0.0,200,0,0.8248999,46,154,14,7801,1.2766010470954825e-08
45,9000,0.0,200,0,0.8209199,33,167,7,8001,3.808070303534805e-08
46,9200,0.0,200,0,0.8169398999999999,32,168,3,8201,6.149581111003499e-08
47,9400,0.0,200,0,0.8129599,44,156,19,8401,4.1362604008554626e-08
48,9600,0.0,200,0,0.8089799,43,157,5,8601,1.5744093389002956e-06
49,9800,0.0,200,0,0.8049999,36,164,5,8801,8.28632238381033e-08
50,10000,0.0,200,0,0.8010199,38,162,11,9001,5.841127403982682e-08
51,10200,0.0,200,0,0.7970399,48,152,0,9201,9.693495783835715e-09
52,10400,0.0,200,0,0.7930599,40,160,12,9401,8.318536970364221e-09
53,10600,0.0,200,0,0.7890799,46,154,14,9601,3.525879321841785e-08
54,10800,0.0,200,0,0.7850999,38,162,15,9801,5.882258946598995e-08
55,11000,0.0,200,0,0.7811199,52,148,15,10001,1.435472007926819e-08
56,11200,0.0,200,0,0.7771399,45,155,23,10201,2.377133512254659e-08
57,11400,0.0,200,0,0.7731599,45,155,23,10401,2.4821646960049293e-08
58,11600,0.0,200,0,0.7691799,41,159,19,10601,4.1256896565755596e-08
59,11800,0.0,200,0,0.7651999,53,147,27,10801,5.3014538536899636e-08
60,12000,0.0,200,0,0.7612199,42,158,17,11001,2.981841618066028e-08
61,12200,0.0,200,0,0.7572399,56,144,10,11201,7.348596398060181e-09
62,12400,0.0,200,0,0.7532599,46,154,17,11401,8.618727065368148e-09
63,12600,0.0,200,0,0.7492799,65,135,22,11601,5.189892959833742e-09
64,12800,0.0,200,0,0.7452999,47,153,14,11801,1.796191106961942e-08
65,13000,0.0,200,0,0.7413199,48,152,18,12001,1.1830357138364889e-08
66,13200,0.0,200,0,0.7373399,49,151,8,12201,5.9569284616145524e-08
67,13400,0.0,200,0,0.7333599,50,150,5,12401,2.150701128300625e-08
68,13600,0.0,200,0,0.7293799000000001,49,151,13,12601,2.200764726012494e-08
69,13800,0.0,200,0,0.7253999,53,147,8,12801,8.635394976863608e-08
70,14000,0.0,200,0,0.7214199,55,145,29,13001,7.91457068771706e-08
71,14200,0.0,200,0,0.7174399,49,151,4,13201,3.393935799067549e-08
72,14400,0.0,200,0,0.7134598999999999,64,136,2,13401,1.4279206084211182e-07
73,14600,0.0,200,0,0.7094799,57,143,1,13601,3.029163408996283e-08
74,14800,0.0,200,0,0.7054999,66,134,6,13801,2.826596734450959e-08
75,15000,0.0,200,0,0.7015199,56,144,7,14001,3.644743173936149e-08
76,15200,0.0,200,0,0.6975399,49,151,14,14201,6.292734866519822e-08
77,15400,0.0,200,0,0.6935599,61,139,27,14401,1.576088060062375e-08
78,15600,0.0,200,0,0.6895799,66,134,24,14601,5.6234320311432384e-08
79,15800,0.0,200,0,0.6855999,71,129,34,14801,1.9255079308777567e-08
80,16000,0.0,200,0,0.6816199000000001,65,135,39,15001,4.119608121300189e-08
81,16200,0.0,200,0,0.6776399,61,139,24,15201,1.0926084037521377e-08
82,16400,0.0,200,0,0.6736599000000001,56,144,13,15401,2.3436305696122872e-07
83,16600,0.0,200,0,0.6696799,66,134,17,15601,1.4347675936221549e-08
84,16800,0.0,200,0,0.6656999,71,129,25,15801,1.4706936113384472e-08
85,17000,0.0,200,0,0.6617199,65,135,18,16001,7.97985499900733e-09
86,17200,0.0,200,0,0.6577398999999999,56,144,11,16201,7.210604113794261e-09
87,17400,0.0,200,0,0.6537599000000001,63,137,26,16401,4.928973496021172e-08
88,17600,0.0,200,0,0.6497799,65,135,0,16601,9.735056494264427e-08
89,17800,0.0,200,0,0.6457999,63,137,11,16801,2.0424183233558324e-08
90,18000,0.0,200,0,0.6418199,67,133,17,17001,1.488423784223869e-08
