evaluation_episode,evaluation_seed,return,length,success
1,10000,-142.0,142,1
2,10001,-142.0,142,1
3,10002,-144.0,144,1
4,10003,-142.0,142,1
5,10004,-148.0,148,1
6,10005,-152.0,152,1
7,10006,-157.0,157,1
8,10007,-145.0,145,1
9,10008,-143.0,143,1
10,10009,-142.0,142,1
11,10010,-156.0,156,1
12,10011,-141.0,141,1
13,10012,-200.0,200,0
14,10013,-141.0,141,1
15,10014,-155.0,155,1
16,10015,-141.0,141,1
17,10016,-161.0,161,1
18,10017,-143.0,143,1
19,10018,-140.0,140,1
20,10019,-143.0,143,1
21,10020,-200.0,200,0
22,10021,-149.0,149,1
23,10022,-142.0,142,1
24,10023,-142.0,142,1
25,10024,-198.0,198,1
26,10025,-143.0,143,1
27,10026,-104.0,104,1
28,10027,-137.0,137,1
29,10028,-137.0,137,1
30,10029,-197.0,197,1
31,10030,-137.0,137,1
32,10031,-193.0,193,1
33,10032,-98.0,98,1
34,10033,-162.0,162,1
35,10034,-144.0,144,1
36,10035,-198.0,198,1
37,10036,-200.0,200,0
38,10037,-141.0,141,1
39,10038,-150.0,150,1
40,10039,-198.0,198,1
41,10040,-138.0,138,1
42,10041,-143.0,143,1
43,10042,-143.0,143,1
44,10043,-143.0,143,1
45,10044,-143.0,143,1
46,10045,-142.0,142,1
47,10046,-141.0,141,1
48,10047,-143.0,143,1
49,10048,-143.0,143,1
50,10049,-143.0,143,1
51,10050,-137.0,137,1
52,10051,-151.0,151,1
53,10052,-142.0,142,1
54,10053,-140.0,140,1
55,10054,-143.0,143,1
56,10055,-138.0,138,1
57,10056,-138.0,138,1
58,10057,-137.0,137,1
59,10058,-137.0,137,1
60,10059,-137.0,137,1
61,10060,-140.0,140,1
62,10061,-143.0,143,1
63,10062,-149.0,149,1
64,10063,-151.0,151,1
65,10064,-99.0,99,1
66,10065,-150.0,150,1
67,10066,-137.0,137,1
68,10067,-143.0,143,1
69,10068,-148.0,148,1
70,10069,-102.0,102,1
71,10070,-163.0,163,1
72,10071,-141.0,141,1
73,10072,-137.0,137,1
74,10073,-151.0,151,1
75,10074,-143.0,143,1
76,10075,-137.0,137,1
77,10076,-142.0,142,1
78,10077,-140.0,140,1
79,10078,-143.0,143,1
80,10079,-151.0,151,1
81,10080,-137.0,137,1
82,10081,-149.0,149,1
83,10082,-143.0,143,1
84,10083,-139.0,139,1
85,10084,-198.0,198,1
86,10085,-141.0,141,1
87,10086,-142.0,142,1
88,10087,-151.0,151,1
89,10088,-143.0,143,1
90,10089,-142.0,142,1
91,10090,-137.0,137,1
92,10091,-137.0,137,1
93,10092,-198.0,198,1
94,10093,-150.0,150,1
95,10094,-157.0,157,1
96,10095,-143.0,143,1
97,10096,-141.0,141,1
98,10097,-143.0,143,1
99,10098,-143.0,143,1
100,10099,-143.0,143,1
