evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-147.57,19.720908762636736,-143.0,0.97,147.57,145.94845360824743,GreedyfinalResults2noS\fixed_freq_8\seed_9\checkpoint.pt
