method,n_seeds,mean_return_mean,mean_return_std,mean_return_ci95_low,mean_return_ci95_high,success_rate_mean,success_rate_std,success_rate_ci95_low,success_rate_ci95_high,mean_episode_length_mean,mean_episode_length_std,mean_episode_length_ci95_low,mean_episode_length_ci95_high
dynamic_condition,5,-146.41,30.834652584389534,-174.61599999999999,-127.54,0.79,0.4417012565071555,0.394,0.994,146.41,30.834652584389534,127.34200000000003,174.61599999999999
fixed_freq_1,5,-182.494,39.14460601411132,-200.0,-147.48200000000003,0.2,0.44721359549995804,0.0,0.6,182.494,39.14460601411132,147.48200000000003,200.0
fixed_freq_2,5,-200.0,0.0,-200.0,-200.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,200.0
fixed_freq_4,5,-160.012,37.748563813739985,-188.994,-131.03,0.576,0.5280909012660605,0.176,0.976,160.012,37.748563813739985,131.03,188.994
fixed_freq_6,5,-128.23,23.411142646184526,-148.706,-113.90599999999999,0.984,0.030495901363953793,0.9560000000000001,1.0,128.23,23.411142646184526,113.90599999999999,148.256
fixed_freq_8,5,-157.04000000000002,27.798867782699347,-179.958,-137.684,0.746,0.42776161585630845,0.354,0.992,157.04000000000002,27.798867782699347,137.684,179.958
fixed_freq_12,5,-136.98399999999998,37.50619322192003,-169.93,-113.51399999999998,0.786,0.440431606495265,0.386,1.0,136.98399999999998,37.50619322192003,111.352,169.93
fixed_freq_16,5,-152.974,29.439722824782162,-178.23,-131.346,0.732,0.4329780594903164,0.33399999999999996,0.998,152.974,29.439722824782162,133.5812,177.608
fixed_freq_32,5,-152.394,14.109290556225712,-164.978,-143.638,0.922,0.17441330224498358,0.7659999999999999,1.0,152.394,14.109290556225712,143.638,164.978
