evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-142.74,22.129837255833966,-147.0,0.96,142.74,140.35416666666666,finalResults2noS\dynamic_condition\seed_99\checkpoint.pt
