evaluation_episode,evaluation_seed,return,length,success
1,10000,-147.0,147,1
2,10001,-156.0,156,1
3,10002,-149.0,149,1
4,10003,-155.0,155,1
5,10004,-96.0,96,1
6,10005,-146.0,146,1
7,10006,-148.0,148,1
8,10007,-98.0,98,1
9,10008,-147.0,147,1
10,10009,-147.0,147,1
11,10010,-149.0,149,1
12,10011,-146.0,146,1
13,10012,-151.0,151,1
14,10013,-145.0,145,1
15,10014,-149.0,149,1
16,10015,-146.0,146,1
17,10016,-150.0,150,1
18,10017,-148.0,148,1
19,10018,-145.0,145,1
20,10019,-152.0,152,1
21,10020,-150.0,150,1
22,10021,-148.0,148,1
23,10022,-156.0,156,1
24,10023,-151.0,151,1
25,10024,-200.0,200,0
26,10025,-148.0,148,1
27,10026,-92.0,92,1
28,10027,-146.0,146,1
29,10028,-146.0,146,1
30,10029,-154.0,154,1
31,10030,-146.0,146,1
32,10031,-200.0,200,0
33,10032,-88.0,88,1
34,10033,-149.0,149,1
35,10034,-147.0,147,1
36,10035,-200.0,200,0
37,10036,-151.0,151,1
38,10037,-146.0,146,1
39,10038,-93.0,93,1
40,10039,-200.0,200,0
41,10040,-146.0,146,1
42,10041,-148.0,148,1
43,10042,-151.0,151,1
44,10043,-110.0,110,1
45,10044,-148.0,148,1
46,10045,-155.0,155,1
47,10046,-146.0,146,1
48,10047,-148.0,148,1
49,10048,-147.0,147,1
50,10049,-146.0,146,1
51,10050,-146.0,146,1
52,10051,-147.0,147,1
53,10052,-147.0,147,1
54,10053,-145.0,145,1
55,10054,-152.0,152,1
56,10055,-146.0,146,1
57,10056,-145.0,145,1
58,10057,-146.0,146,1
59,10058,-146.0,146,1
60,10059,-146.0,146,1
61,10060,-145.0,145,1
62,10061,-146.0,146,1
63,10062,-95.0,95,1
64,10063,-147.0,147,1
65,10064,-88.0,88,1
66,10065,-147.0,147,1
67,10066,-146.0,146,1
68,10067,-148.0,148,1
69,10068,-96.0,96,1
70,10069,-89.0,89,1
71,10070,-149.0,149,1
72,10071,-145.0,145,1
73,10072,-146.0,146,1
74,10073,-91.0,91,1
75,10074,-109.0,109,1
76,10075,-146.0,146,1
77,10076,-151.0,151,1
78,10077,-145.0,145,1
79,10078,-148.0,148,1
80,10079,-146.0,146,1
81,10080,-146.0,146,1
82,10081,-95.0,95,1
83,10082,-147.0,147,1
84,10083,-145.0,145,1
85,10084,-158.0,158,1
86,10085,-146.0,146,1
87,10086,-147.0,147,1
88,10087,-147.0,147,1
89,10088,-148.0,148,1
90,10089,-153.0,153,1
91,10090,-145.0,145,1
92,10091,-146.0,146,1
93,10092,-159.0,159,1
94,10093,-93.0,93,1
95,10094,-148.0,148,1
96,10095,-152.0,152,1
97,10096,-145.0,145,1
98,10097,-145.0,145,1
99,10098,-145.0,145,1
100,10099,-149.0,149,1
