evaluation_episode,evaluation_seed,return,length,success
1,10000,-162.0,162,1
2,10001,-179.0,179,1
3,10002,-171.0,171,1
4,10003,-178.0,178,1
5,10004,-99.0,99,1
6,10005,-115.0,115,1
7,10006,-118.0,118,1
8,10007,-103.0,103,1
9,10008,-167.0,167,1
10,10009,-166.0,166,1
11,10010,-118.0,118,1
12,10011,-153.0,153,1
13,10012,-118.0,118,1
14,10013,-150.0,150,1
15,10014,-118.0,118,1
16,10015,-151.0,151,1
17,10016,-118.0,118,1
18,10017,-169.0,169,1
19,10018,-151.0,151,1
20,10019,-176.0,176,1
21,10020,-118.0,118,1
22,10021,-116.0,116,1
23,10022,-180.0,180,1
24,10023,-174.0,174,1
25,10024,-117.0,117,1
26,10025,-170.0,170,1
27,10026,-90.0,90,1
28,10027,-115.0,115,1
29,10028,-115.0,115,1
30,10029,-118.0,118,1
31,10030,-115.0,115,1
32,10031,-117.0,117,1
33,10032,-87.0,87,1
34,10033,-118.0,118,1
35,10034,-167.0,167,1
36,10035,-117.0,117,1
37,10036,-118.0,118,1
38,10037,-153.0,153,1
39,10038,-95.0,95,1
40,10039,-117.0,117,1
41,10040,-150.0,150,1
42,10041,-169.0,169,1
43,10042,-175.0,175,1
44,10043,-200.0,200,0
45,10044,-169.0,169,1
46,10045,-179.0,179,1
47,10046,-153.0,153,1
48,10047,-169.0,169,1
49,10048,-166.0,166,1
50,10049,-162.0,162,1
51,10050,-150.0,150,1
52,10051,-116.0,116,1
53,10052,-166.0,166,1
54,10053,-150.0,150,1
55,10054,-176.0,176,1
56,10055,-115.0,115,1
57,10056,-150.0,150,1
58,10057,-150.0,150,1
59,10058,-115.0,115,1
60,10059,-115.0,115,1
61,10060,-150.0,150,1
62,10061,-166.0,166,1
63,10062,-98.0,98,1
64,10063,-115.0,115,1
65,10064,-87.0,87,1
66,10065,-116.0,116,1
67,10066,-115.0,115,1
68,10067,-170.0,170,1
69,10068,-100.0,100,1
70,10069,-88.0,88,1
71,10070,-118.0,118,1
72,10071,-150.0,150,1
73,10072,-150.0,150,1
74,10073,-93.0,93,1
75,10074,-175.0,175,1
76,10075,-150.0,150,1
77,10076,-174.0,174,1
78,10077,-150.0,150,1
79,10078,-170.0,170,1
80,10079,-116.0,116,1
81,10080,-115.0,115,1
82,10081,-98.0,98,1
83,10082,-167.0,167,1
84,10083,-150.0,150,1
85,10084,-117.0,117,1
86,10085,-151.0,151,1
87,10086,-166.0,166,1
88,10087,-116.0,116,1
89,10088,-170.0,170,1
90,10089,-176.0,176,1
91,10090,-115.0,115,1
92,10091,-150.0,150,1
93,10092,-117.0,117,1
94,10093,-95.0,95,1
95,10094,-118.0,118,1
96,10095,-175.0,175,1
97,10096,-150.0,150,1
98,10097,-166.0,166,1
99,10098,-166.0,166,1
100,10099,-171.0,171,1
