method,n_seeds,mean_return_mean,mean_return_std,mean_return_ci95_low,mean_return_ci95_high,success_rate_mean,success_rate_std,success_rate_ci95_low,success_rate_ci95_high,mean_episode_length_mean,mean_episode_length_std,mean_episode_length_ci95_low,mean_episode_length_ci95_high
dynamic_condition,5,-158.526,38.111375335980725,-186.81,-128.78,0.6100000000000001,0.48,0.22799999999999998,0.966,158.526,38.111375335980725,128.78,186.81
fixed_freq_1,5,-173.504,36.283706122721256,-200.0,-146.76399999999998,0.398,0.5449954128247319,0.0,0.798,173.504,36.283706122721256,146.76399999999998,200.0
fixed_freq_4,5,-176.88,31.731259035846655,-200.0,-152.54399999999998,0.4,0.5477225575051662,0.0,0.8,176.88,31.731259035846655,152.54399999999998,200.0
fixed_freq_8,5,-136.192,3.8835512099108414,-138.71599999999998,-132.72600000000003,1.0,0.0,1.0,1.0,136.192,3.8835512099108414,132.726,138.71599999999998
fixed_freq_16,5,-158.536,41.26043056004142,-189.65,-127.42199999999998,0.55,0.5111751167652823,0.152,0.9480000000000001,158.536,41.26043056004142,127.42199999999998,189.65
fixed_freq_32,5,-148.18400000000003,33.809661784762056,-177.248,-123.38200000000002,0.782,0.43888495075589,0.382,1.0,148.18400000000003,33.809661784762056,123.38199999999999,175.294
