checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\dynamic_condition\seed_9\checkpoint.pt,100,10000,-136.54,30.770712823669967,-150.0,1.0,136.54,136.54
