evaluation_episode,evaluation_seed,return,length,success
1,10000,-142.0,142,1
2,10001,-95.0,95,1
3,10002,-157.0,157,1
4,10003,-98.0,98,1
5,10004,-87.0,87,1
6,10005,-138.0,138,1
7,10006,-106.0,106,1
8,10007,-88.0,88,1
9,10008,-143.0,143,1
10,10009,-142.0,142,1
11,10010,-107.0,107,1
12,10011,-142.0,142,1
13,10012,-107.0,107,1
14,10013,-141.0,141,1
15,10014,-107.0,107,1
16,10015,-142.0,142,1
17,10016,-107.0,107,1
18,10017,-154.0,154,1
19,10018,-141.0,141,1
20,10019,-100.0,100,1
21,10020,-107.0,107,1
22,10021,-137.0,137,1
23,10022,-94.0,94,1
24,10023,-163.0,163,1
25,10024,-108.0,108,1
26,10025,-156.0,156,1
27,10026,-85.0,85,1
28,10027,-139.0,139,1
29,10028,-138.0,138,1
30,10029,-108.0,108,1
31,10030,-139.0,139,1
32,10031,-109.0,109,1
33,10032,-83.0,83,1
34,10033,-107.0,107,1
35,10034,-143.0,143,1
36,10035,-108.0,108,1
37,10036,-107.0,107,1
38,10037,-142.0,142,1
39,10038,-86.0,86,1
40,10039,-108.0,108,1
41,10040,-141.0,141,1
42,10041,-154.0,154,1
43,10042,-106.0,106,1
44,10043,-90.0,90,1
45,10044,-155.0,155,1
46,10045,-97.0,97,1
47,10046,-142.0,142,1
48,10047,-154.0,154,1
49,10048,-143.0,143,1
50,10049,-143.0,143,1
51,10050,-139.0,139,1
52,10051,-138.0,138,1
53,10052,-142.0,142,1
54,10053,-141.0,141,1
55,10054,-100.0,100,1
56,10055,-138.0,138,1
57,10056,-141.0,141,1
58,10057,-139.0,139,1
59,10058,-138.0,138,1
60,10059,-139.0,139,1
61,10060,-141.0,141,1
62,10061,-143.0,143,1
63,10062,-87.0,87,1
64,10063,-138.0,138,1
65,10064,-84.0,84,1
66,10065,-138.0,138,1
67,10066,-139.0,139,1
68,10067,-156.0,156,1
69,10068,-87.0,87,1
70,10069,-84.0,84,1
71,10070,-107.0,107,1
72,10071,-141.0,141,1
73,10072,-139.0,139,1
74,10073,-86.0,86,1
75,10074,-90.0,90,1
76,10075,-139.0,139,1
77,10076,-163.0,163,1
78,10077,-141.0,141,1
79,10078,-154.0,154,1
80,10079,-138.0,138,1
81,10080,-138.0,138,1
82,10081,-87.0,87,1
83,10082,-143.0,143,1
84,10083,-141.0,141,1
85,10084,-108.0,108,1
86,10085,-141.0,141,1
87,10086,-142.0,142,1
88,10087,-138.0,138,1
89,10088,-155.0,155,1
90,10089,-99.0,99,1
91,10090,-139.0,139,1
92,10091,-139.0,139,1
93,10092,-108.0,108,1
94,10093,-86.0,86,1
95,10094,-106.0,106,1
96,10095,-101.0,101,1
97,10096,-141.0,141,1
98,10097,-143.0,143,1
99,10098,-143.0,143,1
100,10099,-157.0,157,1
