evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-125.41,23.77168122541669,-138.0,1.0,125.41,125.41,GreedyfinalResults2noS\dynamic_condition\seed_99999\checkpoint.pt
