checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
sparse_experiments\fixed_freq_8\seed_42\checkpoint.pt,20,10000,0.0,0.0,0.0,0.0,200.0,nan
