checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_freq_12\seed_9999\checkpoint.pt,100,10000,-102.37,7.434094267344045,-105.5,1.0,102.37,102.37
