evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-104.25,6.487556075933667,-107.0,1.0,104.25,104.25,finalResults2noS\dynamic_condition\seed_99999\checkpoint.pt
