evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-133.35,29.04867910208238,-148.0,1.0,133.35,133.35,finalResults2noS\fixed_freq_32\seed_9\checkpoint.pt
