checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_freq_4\seed_999\checkpoint.pt,100,10000,-144.97,26.363601706699615,-148.0,1.0,144.97,144.97
