evaluation_episode,evaluation_seed,return,length,success
1,10000,1.0,161,1
2,10001,1.0,96,1
3,10002,1.0,185,1
4,10003,1.0,106,1
5,10004,1.0,87,1
6,10005,1.0,151,1
7,10006,1.0,151,1
8,10007,1.0,88,1
9,10008,1.0,168,1
10,10009,1.0,161,1
11,10010,1.0,151,1
12,10011,1.0,160,1
13,10012,1.0,152,1
14,10013,1.0,157,1
15,10014,1.0,151,1
16,10015,1.0,159,1
17,10016,1.0,152,1
18,10017,1.0,173,1
19,10018,1.0,156,1
20,10019,1.0,114,1
21,10020,1.0,151,1
22,10021,1.0,151,1
23,10022,1.0,96,1
24,10023,1.0,128,1
25,10024,0.0,200,0
26,10025,1.0,178,1
27,10026,1.0,85,1
28,10027,1.0,150,1
29,10028,1.0,150,1
30,10029,0.0,200,0
31,10030,1.0,150,1
32,10031,0.0,200,0
33,10032,1.0,83,1
34,10033,1.0,152,1
35,10034,1.0,167,1
36,10035,0.0,200,0
37,10036,1.0,152,1
38,10037,1.0,160,1
39,10038,1.0,86,1
40,10039,0.0,200,0
41,10040,1.0,153,1
42,10041,1.0,172,1
43,10042,1.0,120,1
44,10043,1.0,91,1
45,10044,1.0,175,1
46,10045,1.0,105,1
47,10046,1.0,160,1
48,10047,1.0,173,1
49,10048,1.0,166,1
50,10049,1.0,163,1
51,10050,1.0,151,1
52,10051,1.0,151,1
53,10052,1.0,161,1
54,10053,1.0,155,1
55,10054,1.0,114,1
56,10055,1.0,150,1
57,10056,1.0,154,1
58,10057,1.0,151,1
59,10058,1.0,150,1
60,10059,1.0,151,1
61,10060,1.0,156,1
62,10061,1.0,166,1
63,10062,1.0,87,1
64,10063,1.0,150,1
65,10064,1.0,83,1
66,10065,1.0,150,1
67,10066,1.0,151,1
68,10067,1.0,178,1
69,10068,1.0,87,1
70,10069,1.0,84,1
71,10070,1.0,151,1
72,10071,1.0,157,1
73,10072,1.0,150,1
74,10073,1.0,86,1
75,10074,1.0,91,1
76,10075,1.0,151,1
77,10076,1.0,128,1
78,10077,1.0,156,1
79,10078,1.0,173,1
80,10079,1.0,151,1
81,10080,1.0,150,1
82,10081,1.0,87,1
83,10082,1.0,168,1
84,10083,1.0,154,1
85,10084,0.0,200,0
86,10085,1.0,157,1
87,10086,1.0,162,1
88,10087,1.0,151,1
89,10088,1.0,178,1
90,10089,1.0,111,1
91,10090,1.0,151,1
92,10091,1.0,151,1
93,10092,0.0,200,0
94,10093,1.0,87,1
95,10094,1.0,151,1
96,10095,1.0,118,1
97,10096,1.0,157,1
98,10097,1.0,162,1
99,10098,1.0,162,1
100,10099,1.0,183,1
