method,seed,total_env_steps,completed_episodes,gradient_steps,final_epsilon,device,env_id,experiment_name,replay_capacity,batch_size,learning_starts,hidden_dim,gamma,learning_rate,gradient_clip_norm,target_sync_interval,epsilon_start,epsilon_end,epsilon_decay_steps
standard_dqn,42,100000,500,99001,0.0050000000000000044,cuda,MountainCar-v0,standard_dqn,50000,64,1000,64,0.99,0.001,10.0,100,1.0,0.005,50000
