evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-151.55,16.02799003763306,-142.0,1.0,151.55,151.55,GreedyfinalResults2noS\fixed_freq_8\seed_999\checkpoint.pt
