evaluation_episode,evaluation_seed,return,length,success
1,10000,-142.0,142,1
2,10001,-200.0,200,0
3,10002,-158.0,158,1
4,10003,-167.0,167,1
5,10004,-92.0,92,1
6,10005,-140.0,140,1
7,10006,-144.0,144,1
8,10007,-93.0,93,1
9,10008,-152.0,152,1
10,10009,-142.0,142,1
11,10010,-143.0,143,1
12,10011,-142.0,142,1
13,10012,-141.0,141,1
14,10013,-141.0,141,1
15,10014,-143.0,143,1
16,10015,-141.0,141,1
17,10016,-142.0,142,1
18,10017,-155.0,155,1
19,10018,-141.0,141,1
20,10019,-164.0,164,1
21,10020,-142.0,142,1
22,10021,-141.0,141,1
23,10022,-200.0,200,0
24,10023,-162.0,162,1
25,10024,-141.0,141,1
26,10025,-157.0,157,1
27,10026,-87.0,87,1
28,10027,-140.0,140,1
29,10028,-141.0,141,1
30,10029,-141.0,141,1
31,10030,-140.0,140,1
32,10031,-142.0,142,1
33,10032,-85.0,85,1
34,10033,-143.0,143,1
35,10034,-152.0,152,1
36,10035,-141.0,141,1
37,10036,-142.0,142,1
38,10037,-142.0,142,1
39,10038,-90.0,90,1
40,10039,-141.0,141,1
41,10040,-141.0,141,1
42,10041,-155.0,155,1
43,10042,-163.0,163,1
44,10043,-99.0,99,1
45,10044,-156.0,156,1
46,10045,-168.0,168,1
47,10046,-142.0,142,1
48,10047,-155.0,155,1
49,10048,-147.0,147,1
50,10049,-142.0,142,1
51,10050,-140.0,140,1
52,10051,-140.0,140,1
53,10052,-142.0,142,1
54,10053,-142.0,142,1
55,10054,-164.0,164,1
56,10055,-140.0,140,1
57,10056,-141.0,141,1
58,10057,-140.0,140,1
59,10058,-141.0,141,1
60,10059,-141.0,141,1
61,10060,-141.0,141,1
62,10061,-146.0,146,1
63,10062,-91.0,91,1
64,10063,-140.0,140,1
65,10064,-85.0,85,1
66,10065,-141.0,141,1
67,10066,-141.0,141,1
68,10067,-157.0,157,1
69,10068,-92.0,92,1
70,10069,-86.0,86,1
71,10070,-143.0,143,1
72,10071,-141.0,141,1
73,10072,-140.0,140,1
74,10073,-89.0,89,1
75,10074,-99.0,99,1
76,10075,-140.0,140,1
77,10076,-162.0,162,1
78,10077,-142.0,142,1
79,10078,-155.0,155,1
80,10079,-140.0,140,1
81,10080,-141.0,141,1
82,10081,-91.0,91,1
83,10082,-152.0,152,1
84,10083,-141.0,141,1
85,10084,-141.0,141,1
86,10085,-141.0,141,1
87,10086,-142.0,142,1
88,10087,-140.0,140,1
89,10088,-157.0,157,1
90,10089,-165.0,165,1
91,10090,-141.0,141,1
92,10091,-140.0,140,1
93,10092,-141.0,141,1
94,10093,-90.0,90,1
95,10094,-144.0,144,1
96,10095,-163.0,163,1
97,10096,-141.0,141,1
98,10097,-142.0,142,1
99,10098,-142.0,142,1
100,10099,-158.0,158,1
