checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\dynamic_condition\seed_999\checkpoint.pt,100,10000,-139.36,22.513080372947364,-141.0,0.98,139.36,138.12244897959184
