checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_freq_4\seed_99\checkpoint.pt,100,10000,-136.69,23.722169233257592,-130.0,0.88,136.69,128.0568181818182
