evaluation_episode,evaluation_seed,return,length,success
1,10000,-159.0,159,1
2,10001,-111.0,111,1
3,10002,-155.0,155,1
4,10003,-157.0,157,1
5,10004,-94.0,94,1
6,10005,-104.0,104,1
7,10006,-104.0,104,1
8,10007,-96.0,96,1
9,10008,-155.0,155,1
10,10009,-158.0,158,1
11,10010,-104.0,104,1
12,10011,-133.0,133,1
13,10012,-104.0,104,1
14,10013,-133.0,133,1
15,10014,-104.0,104,1
16,10015,-133.0,133,1
17,10016,-104.0,104,1
18,10017,-154.0,154,1
19,10018,-133.0,133,1
20,10019,-156.0,156,1
21,10020,-104.0,104,1
22,10021,-104.0,104,1
23,10022,-110.0,110,1
24,10023,-155.0,155,1
25,10024,-104.0,104,1
26,10025,-155.0,155,1
27,10026,-90.0,90,1
28,10027,-104.0,104,1
29,10028,-104.0,104,1
30,10029,-104.0,104,1
31,10030,-104.0,104,1
32,10031,-104.0,104,1
33,10032,-88.0,88,1
34,10033,-104.0,104,1
35,10034,-155.0,155,1
36,10035,-104.0,104,1
37,10036,-104.0,104,1
38,10037,-133.0,133,1
39,10038,-92.0,92,1
40,10039,-104.0,104,1
41,10040,-104.0,104,1
42,10041,-154.0,154,1
43,10042,-155.0,155,1
44,10043,-101.0,101,1
45,10044,-154.0,154,1
46,10045,-158.0,158,1
47,10046,-133.0,133,1
48,10047,-154.0,154,1
49,10048,-155.0,155,1
50,10049,-156.0,156,1
51,10050,-104.0,104,1
52,10051,-104.0,104,1
53,10052,-159.0,159,1
54,10053,-105.0,105,1
55,10054,-156.0,156,1
56,10055,-104.0,104,1
57,10056,-104.0,104,1
58,10057,-104.0,104,1
59,10058,-104.0,104,1
60,10059,-104.0,104,1
61,10060,-133.0,133,1
62,10061,-155.0,155,1
63,10062,-93.0,93,1
64,10063,-104.0,104,1
65,10064,-88.0,88,1
66,10065,-104.0,104,1
67,10066,-104.0,104,1
68,10067,-155.0,155,1
69,10068,-94.0,94,1
70,10069,-89.0,89,1
71,10070,-104.0,104,1
72,10071,-133.0,133,1
73,10072,-104.0,104,1
74,10073,-93.0,93,1
75,10074,-101.0,101,1
76,10075,-104.0,104,1
77,10076,-155.0,155,1
78,10077,-132.0,132,1
79,10078,-154.0,154,1
80,10079,-104.0,104,1
81,10080,-104.0,104,1
82,10081,-93.0,93,1
83,10082,-155.0,155,1
84,10083,-105.0,105,1
85,10084,-104.0,104,1
86,10085,-133.0,133,1
87,10086,-158.0,158,1
88,10087,-104.0,104,1
89,10088,-155.0,155,1
90,10089,-156.0,156,1
91,10090,-104.0,104,1
92,10091,-104.0,104,1
93,10092,-104.0,104,1
94,10093,-92.0,92,1
95,10094,-104.0,104,1
96,10095,-155.0,155,1
97,10096,-133.0,133,1
98,10097,-158.0,158,1
99,10098,-158.0,158,1
100,10099,-155.0,155,1
