evaluation_episode,evaluation_seed,return,length,success
1,10000,-160.0,160,1
2,10001,-93.0,93,1
3,10002,-103.0,103,1
4,10003,-96.0,96,1
5,10004,-87.0,87,1
6,10005,-186.0,186,1
7,10006,-119.0,119,1
8,10007,-88.0,88,1
9,10008,-183.0,183,1
10,10009,-162.0,162,1
11,10010,-118.0,118,1
12,10011,-158.0,158,1
13,10012,-117.0,117,1
14,10013,-153.0,153,1
15,10014,-118.0,118,1
16,10015,-157.0,157,1
17,10016,-117.0,117,1
18,10017,-115.0,115,1
19,10018,-153.0,153,1
20,10019,-97.0,97,1
21,10020,-117.0,117,1
22,10021,-124.0,124,1
23,10022,-93.0,93,1
24,10023,-99.0,99,1
25,10024,-116.0,116,1
26,10025,-106.0,106,1
27,10026,-85.0,85,1
28,10027,-147.0,147,1
29,10028,-182.0,182,1
30,10029,-116.0,116,1
31,10030,-147.0,147,1
32,10031,-117.0,117,1
33,10032,-84.0,84,1
34,10033,-117.0,117,1
35,10034,-180.0,180,1
36,10035,-116.0,116,1
37,10036,-117.0,117,1
38,10037,-158.0,158,1
39,10038,-86.0,86,1
40,10039,-116.0,116,1
41,10040,-150.0,150,1
42,10041,-116.0,116,1
43,10042,-98.0,98,1
44,10043,-89.0,89,1
45,10044,-110.0,110,1
46,10045,-95.0,95,1
47,10046,-159.0,159,1
48,10047,-115.0,115,1
49,10048,-177.0,177,1
50,10049,-167.0,167,1
51,10050,-148.0,148,1
52,10051,-187.0,187,1
53,10052,-161.0,161,1
54,10053,-152.0,152,1
55,10054,-97.0,97,1
56,10055,-185.0,185,1
57,10056,-151.0,151,1
58,10057,-148.0,148,1
59,10058,-185.0,185,1
60,10059,-182.0,182,1
61,10060,-153.0,153,1
62,10061,-175.0,175,1
63,10062,-87.0,87,1
64,10063,-185.0,185,1
65,10064,-84.0,84,1
66,10065,-193.0,193,1
67,10066,-181.0,181,1
68,10067,-106.0,106,1
69,10068,-87.0,87,1
70,10069,-84.0,84,1
71,10070,-118.0,118,1
72,10071,-153.0,153,1
73,10072,-148.0,148,1
74,10073,-86.0,86,1
75,10074,-89.0,89,1
76,10075,-148.0,148,1
77,10076,-99.0,99,1
78,10077,-152.0,152,1
79,10078,-114.0,114,1
80,10079,-186.0,186,1
81,10080,-185.0,185,1
82,10081,-87.0,87,1
83,10082,-184.0,184,1
84,10083,-151.0,151,1
85,10084,-116.0,116,1
86,10085,-154.0,154,1
87,10086,-162.0,162,1
88,10087,-187.0,187,1
89,10088,-107.0,107,1
90,10089,-97.0,97,1
91,10090,-181.0,181,1
92,10091,-148.0,148,1
93,10092,-116.0,116,1
94,10093,-86.0,86,1
95,10094,-119.0,119,1
96,10095,-98.0,98,1
97,10096,-153.0,153,1
98,10097,-163.0,163,1
99,10098,-163.0,163,1
100,10099,-103.0,103,1
