evaluation_episode,evaluation_seed,return,length,success
1,10000,-149.0,149,1
2,10001,-93.0,93,1
3,10002,-160.0,160,1
4,10003,-95.0,95,1
5,10004,-87.0,87,1
6,10005,-143.0,143,1
7,10006,-142.0,142,1
8,10007,-88.0,88,1
9,10008,-154.0,154,1
10,10009,-151.0,151,1
11,10010,-141.0,141,1
12,10011,-148.0,148,1
13,10012,-140.0,140,1
14,10013,-147.0,147,1
15,10014,-141.0,141,1
16,10015,-148.0,148,1
17,10016,-141.0,141,1
18,10017,-158.0,158,1
19,10018,-147.0,147,1
20,10019,-97.0,97,1
21,10020,-141.0,141,1
22,10021,-142.0,142,1
23,10022,-93.0,93,1
24,10023,-98.0,98,1
25,10024,-139.0,139,1
26,10025,-159.0,159,1
27,10026,-85.0,85,1
28,10027,-144.0,144,1
29,10028,-144.0,144,1
30,10029,-140.0,140,1
31,10030,-144.0,144,1
32,10031,-138.0,138,1
33,10032,-83.0,83,1
34,10033,-141.0,141,1
35,10034,-154.0,154,1
36,10035,-139.0,139,1
37,10036,-140.0,140,1
38,10037,-149.0,149,1
39,10038,-86.0,86,1
40,10039,-139.0,139,1
41,10040,-146.0,146,1
42,10041,-157.0,157,1
43,10042,-97.0,97,1
44,10043,-89.0,89,1
45,10044,-158.0,158,1
46,10045,-95.0,95,1
47,10046,-149.0,149,1
48,10047,-158.0,158,1
49,10048,-154.0,154,1
50,10049,-151.0,151,1
51,10050,-145.0,145,1
52,10051,-143.0,143,1
53,10052,-151.0,151,1
54,10053,-146.0,146,1
55,10054,-97.0,97,1
56,10055,-144.0,144,1
57,10056,-147.0,147,1
58,10057,-145.0,145,1
59,10058,-144.0,144,1
60,10059,-144.0,144,1
61,10060,-147.0,147,1
62,10061,-154.0,154,1
63,10062,-87.0,87,1
64,10063,-144.0,144,1
65,10064,-84.0,84,1
66,10065,-143.0,143,1
67,10066,-144.0,144,1
68,10067,-159.0,159,1
69,10068,-87.0,87,1
70,10069,-84.0,84,1
71,10070,-141.0,141,1
72,10071,-147.0,147,1
73,10072,-145.0,145,1
74,10073,-86.0,86,1
75,10074,-89.0,89,1
76,10075,-145.0,145,1
77,10076,-98.0,98,1
78,10077,-146.0,146,1
79,10078,-158.0,158,1
80,10079,-143.0,143,1
81,10080,-144.0,144,1
82,10081,-87.0,87,1
83,10082,-154.0,154,1
84,10083,-147.0,147,1
85,10084,-140.0,140,1
86,10085,-147.0,147,1
87,10086,-151.0,151,1
88,10087,-143.0,143,1
89,10088,-159.0,159,1
90,10089,-96.0,96,1
91,10090,-144.0,144,1
92,10091,-145.0,145,1
93,10092,-140.0,140,1
94,10093,-86.0,86,1
95,10094,-142.0,142,1
96,10095,-97.0,97,1
97,10096,-147.0,147,1
98,10097,-151.0,151,1
99,10098,-151.0,151,1
100,10099,-160.0,160,1
