evaluation_episode,evaluation_seed,return,length,success
1,10000,-165.0,165,1
2,10001,-169.0,169,1
3,10002,-167.0,167,1
4,10003,-169.0,169,1
5,10004,-178.0,178,1
6,10005,-165.0,165,1
7,10006,-165.0,165,1
8,10007,-176.0,176,1
9,10008,-166.0,166,1
10,10009,-165.0,165,1
11,10010,-165.0,165,1
12,10011,-165.0,165,1
13,10012,-166.0,166,1
14,10013,-164.0,164,1
15,10014,-165.0,165,1
16,10015,-165.0,165,1
17,10016,-166.0,166,1
18,10017,-166.0,166,1
19,10018,-164.0,164,1
20,10019,-168.0,168,1
21,10020,-164.0,164,1
22,10021,-166.0,166,1
23,10022,-169.0,169,1
24,10023,-168.0,168,1
25,10024,-165.0,165,1
26,10025,-167.0,167,1
27,10026,-194.0,194,1
28,10027,-165.0,165,1
29,10028,-166.0,166,1
30,10029,-166.0,166,1
31,10030,-165.0,165,1
32,10031,-165.0,165,1
33,10032,-200.0,200,0
34,10033,-165.0,165,1
35,10034,-165.0,165,1
36,10035,-165.0,165,1
37,10036,-165.0,165,1
38,10037,-165.0,165,1
39,10038,-179.0,179,1
40,10039,-165.0,165,1
41,10040,-166.0,166,1
42,10041,-166.0,166,1
43,10042,-168.0,168,1
44,10043,-173.0,173,1
45,10044,-167.0,167,1
46,10045,-169.0,169,1
47,10046,-165.0,165,1
48,10047,-166.0,166,1
49,10048,-165.0,165,1
50,10049,-165.0,165,1
51,10050,-165.0,165,1
52,10051,-165.0,165,1
53,10052,-165.0,165,1
54,10053,-166.0,166,1
55,10054,-168.0,168,1
56,10055,-166.0,166,1
57,10056,-167.0,167,1
58,10057,-165.0,165,1
59,10058,-166.0,166,1
60,10059,-166.0,166,1
61,10060,-165.0,165,1
62,10061,-165.0,165,1
63,10062,-177.0,177,1
64,10063,-165.0,165,1
65,10064,-199.0,199,1
66,10065,-165.0,165,1
67,10066,-166.0,166,1
68,10067,-167.0,167,1
69,10068,-177.0,177,1
70,10069,-200.0,200,1
71,10070,-165.0,165,1
72,10071,-164.0,164,1
73,10072,-167.0,167,1
74,10073,-181.0,181,1
75,10074,-173.0,173,1
76,10075,-166.0,166,1
77,10076,-168.0,168,1
78,10077,-166.0,166,1
79,10078,-166.0,166,1
80,10079,-165.0,165,1
81,10080,-166.0,166,1
82,10081,-177.0,177,1
83,10082,-166.0,166,1
84,10083,-167.0,167,1
85,10084,-166.0,166,1
86,10085,-164.0,164,1
87,10086,-165.0,165,1
88,10087,-165.0,165,1
89,10088,-167.0,167,1
90,10089,-169.0,169,1
91,10090,-166.0,166,1
92,10091,-165.0,165,1
93,10092,-166.0,166,1
94,10093,-179.0,179,1
95,10094,-165.0,165,1
96,10095,-168.0,168,1
97,10096,-164.0,164,1
98,10097,-165.0,165,1
99,10098,-165.0,165,1
100,10099,-167.0,167,1
