checkpoint,evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful
results\fixed_dqn_16\seed_42\checkpoint.pt,100,10000,-188.77,13.140926123905402,-189.0,0.58,188.77,180.63793103448276
