evaluation_episode,evaluation_seed,return,length,success
1,10000,-154.0,154,1
2,10001,-94.0,94,1
3,10002,-167.0,167,1
4,10003,-96.0,96,1
5,10004,-87.0,87,1
6,10005,-171.0,171,1
7,10006,-180.0,180,1
8,10007,-88.0,88,1
9,10008,-158.0,158,1
10,10009,-154.0,154,1
11,10010,-180.0,180,1
12,10011,-153.0,153,1
13,10012,-185.0,185,1
14,10013,-148.0,148,1
15,10014,-180.0,180,1
16,10015,-152.0,152,1
17,10016,-182.0,182,1
18,10017,-160.0,160,1
19,10018,-148.0,148,1
20,10019,-98.0,98,1
21,10020,-182.0,182,1
22,10021,-176.0,176,1
23,10022,-93.0,93,1
24,10023,-100.0,100,1
25,10024,-193.0,193,1
26,10025,-162.0,162,1
27,10026,-85.0,85,1
28,10027,-141.0,141,1
29,10028,-140.0,140,1
30,10029,-187.0,187,1
31,10030,-140.0,140,1
32,10031,-200.0,200,0
33,10032,-83.0,83,1
34,10033,-181.0,181,1
35,10034,-157.0,157,1
36,10035,-193.0,193,1
37,10036,-185.0,185,1
38,10037,-153.0,153,1
39,10038,-86.0,86,1
40,10039,-193.0,193,1
41,10040,-144.0,144,1
42,10041,-160.0,160,1
43,10042,-99.0,99,1
44,10043,-89.0,89,1
45,10044,-160.0,160,1
46,10045,-96.0,96,1
47,10046,-154.0,154,1
48,10047,-160.0,160,1
49,10048,-157.0,157,1
50,10049,-155.0,155,1
51,10050,-141.0,141,1
52,10051,-173.0,173,1
53,10052,-154.0,154,1
54,10053,-148.0,148,1
55,10054,-98.0,98,1
56,10055,-140.0,140,1
57,10056,-146.0,146,1
58,10057,-141.0,141,1
59,10058,-140.0,140,1
60,10059,-140.0,140,1
61,10060,-148.0,148,1
62,10061,-157.0,157,1
63,10062,-87.0,87,1
64,10063,-169.0,169,1
65,10064,-83.0,83,1
66,10065,-174.0,174,1
67,10066,-140.0,140,1
68,10067,-162.0,162,1
69,10068,-87.0,87,1
70,10069,-84.0,84,1
71,10070,-180.0,180,1
72,10071,-148.0,148,1
73,10072,-141.0,141,1
74,10073,-86.0,86,1
75,10074,-89.0,89,1
76,10075,-141.0,141,1
77,10076,-100.0,100,1
78,10077,-148.0,148,1
79,10078,-160.0,160,1
80,10079,-171.0,171,1
81,10080,-140.0,140,1
82,10081,-87.0,87,1
83,10082,-158.0,158,1
84,10083,-146.0,146,1
85,10084,-188.0,188,1
86,10085,-150.0,150,1
87,10086,-154.0,154,1
88,10087,-173.0,173,1
89,10088,-162.0,162,1
90,10089,-97.0,97,1
91,10090,-140.0,140,1
92,10091,-141.0,141,1
93,10092,-188.0,188,1
94,10093,-86.0,86,1
95,10094,-180.0,180,1
96,10095,-99.0,99,1
97,10096,-148.0,148,1
98,10097,-154.0,154,1
99,10098,-154.0,154,1
100,10099,-165.0,165,1
