episode,env_step,return,length,success,epsilon,greedy_actions,exploratory_actions,condition_triggers,gradient_steps_so_far,latest_loss
1,200,0.0,200,0,0.9960399,0,200,0,0,
2,400,0.0,200,0,0.9920599,3,197,0,0,
3,600,0.0,200,0,0.9880799,0,200,0,0,
4,800,0.0,200,0,0.9840999,5,195,0,0,
5,1000,0.0,200,0,0.9801199,6,194,0,1,0.007855747826397419
6,1200,0.0,200,0,0.9761399,1,199,1,201,3.4588281323522096e-06
7,1400,0.0,200,0,0.9721599,2,198,0,401,2.0358659469366103e-07
8,1600,0.0,200,0,0.9681799,3,197,0,601,9.501285092028411e-08
9,1800,0.0,200,0,0.9641999,2,198,2,801,1.2602770027569932e-07
10,2000,0.0,200,0,0.9602199,8,192,1,1001,6.784173933738202e-08
11,2200,0.0,200,0,0.9562399,6,194,0,1201,4.260984809434376e-08
12,2400,0.0,200,0,0.9522599,13,187,7,1401,6.342098402001284e-08
13,2600,0.0,200,0,0.9482799,7,193,4,1601,7.01283369153316e-08
14,2800,0.0,200,0,0.9442999,18,182,6,1801,1.3307189306033251e-07
15,3000,0.0,200,0,0.9403199,7,193,2,2001,4.721871960100543e-08
16,3200,0.0,200,0,0.9363399,9,191,5,2201,4.5571574958103156e-08
17,3400,0.0,200,0,0.9323599,17,183,5,2401,3.765408607137033e-08
18,3600,0.0,200,0,0.9283799,14,186,8,2601,5.7523010354998405e-08
19,3800,0.0,200,0,0.9243999,17,183,4,2801,2.2848329450653182e-08
20,4000,0.0,200,0,0.9204199,22,178,5,3001,2.757584809387481e-07
21,4200,0.0,200,0,0.9164399,15,185,4,3201,1.0002433548095269e-08
22,4400,0.0,200,0,0.9124599,20,180,1,3401,2.7149186010433368e-08
23,4600,0.0,200,0,0.9084799,19,181,0,3601,2.185721648118033e-08
24,4800,0.0,200,0,0.9044999,14,186,2,3801,1.979619312919567e-08
25,5000,0.0,200,0,0.9005199,17,183,0,4001,1.1560194579374183e-08
26,5200,0.0,200,0,0.8965399000000001,21,179,2,4201,2.598291075628367e-07
27,5400,0.0,200,0,0.8925599,15,185,3,4401,4.3132760652042634e-07
28,5600,0.0,200,0,0.8885799,12,188,4,4601,2.178802738228569e-08
29,5800,0.0,200,0,0.8845999,26,174,0,4801,4.336269299187734e-08
30,6000,0.0,200,0,0.8806199,24,176,8,5001,3.5967136113868037e-07
31,6200,0.0,200,0,0.8766399,22,178,4,5201,1.1629433416260326e-08
32,6400,0.0,200,0,0.8726598999999999,30,170,1,5401,1.0908271619314291e-08
33,6600,0.0,200,0,0.8686799000000001,27,173,13,5601,3.3614614380894636e-07
34,6800,0.0,200,0,0.8646999,25,175,2,5801,2.1150828644067587e-08
35,7000,0.0,200,0,0.8607199,31,169,3,6001,4.613097104311237e-08
36,7200,0.0,200,0,0.8567399,24,176,0,6201,1.9997004585547984e-07
37,7400,0.0,200,0,0.8527599,32,168,3,6401,1.1779980013670865e-07
38,7600,0.0,200,0,0.8487799,35,165,5,6601,9.38012156836976e-09
39,7800,0.0,200,0,0.8447998999999999,29,171,6,6801,1.409653407336009e-07
40,8000,0.0,200,0,0.8408199,31,169,0,7001,2.9849081784050213e-07
41,8200,0.0,200,0,0.8368399,24,176,6,7201,1.648868533266068e-06
42,8400,0.0,200,0,0.8328599,27,173,2,7401,1.259100912420763e-08
43,8600,0.0,200,0,0.8288799,32,168,15,7601,4.53009185719111e-08
44,8800,0.0,200,0,0.8248999,27,173,10,7801,6.686549909318273e-07
45,9000,0.0,200,0,0.8209199,36,164,13,8001,2.13879172150655e-08
46,9200,0.0,200,0,0.8169398999999999,34,166,15,8201,1.8949210698337993e-06
47,9400,0.0,200,0,0.8129599,36,164,19,8401,3.035272655438348e-08
48,9600,0.0,200,0,0.8089799,40,160,17,8601,1.0503054426180825e-08
49,9800,0.0,200,0,0.8049999,32,168,9,8801,2.236316198889199e-08
50,10000,0.0,200,0,0.8010199,34,166,11,9001,1.5319250223910785e-07
51,10200,0.0,200,0,0.7970399,43,157,2,9201,2.1032604990978143e-08
52,10400,0.0,200,0,0.7930599,38,162,12,9401,1.3958796785118466e-08
53,10600,0.0,200,0,0.7890799,48,152,18,9601,2.0269750322654545e-08
54,10800,0.0,200,0,0.7850999,39,161,10,9801,4.124000252403448e-09
55,11000,0.0,200,0,0.7811199,49,151,4,10001,5.5433858392461843e-08
56,11200,0.0,200,0,0.7771399,56,144,0,10201,7.413712310722076e-09
57,11400,0.0,200,0,0.7731599,44,156,5,10401,9.876305995248913e-08
58,11600,0.0,200,0,0.7691799,51,149,14,10601,1.3347719374223743e-08
59,11800,0.0,200,0,0.7651999,39,161,8,10801,9.772364251148247e-08
60,12000,0.0,200,0,0.7612199,48,152,15,11001,8.465529610646172e-09
61,12200,0.0,200,0,0.7572399,57,143,0,11201,6.599970348020179e-09
62,12400,0.0,200,0,0.7532599,47,153,13,11401,1.091153212229301e-08
63,12600,0.0,200,0,0.7492799,58,142,15,11601,2.131364169599692e-07
64,12800,0.0,200,0,0.7452999,54,146,5,11801,3.6768712519119617e-09
65,13000,0.0,200,0,0.7413199,49,151,6,12001,2.9437421389388874e-09
66,13200,0.0,200,0,0.7373399,56,144,21,12201,2.3204775878582495e-09
67,13400,0.0,200,0,0.7333599,58,142,34,12401,1.3451116886997738e-09
68,13600,0.0,200,0,0.7293799000000001,48,152,21,12601,4.795729680040495e-08
69,13800,0.0,200,0,0.7253999,57,143,34,12801,2.5017099503088502e-08
70,14000,0.0,200,0,0.7214199,56,144,23,13001,3.303491169504014e-08
71,14200,0.0,200,0,0.7174399,67,133,38,13201,5.722965656929091e-09
72,14400,0.0,200,0,0.7134598999999999,60,140,19,13401,1.7912071825776366e-08
73,14600,0.0,200,0,0.7094799,57,143,11,13601,9.66229318777323e-09
74,14800,0.0,200,0,0.7054999,53,147,12,13801,1.3454439340421231e-08
75,15000,0.0,200,0,0.7015199,61,139,0,14001,4.85296069996366e-08
76,15200,0.0,200,0,0.6975399,58,142,6,14201,1.2603489807361257e-08
77,15400,0.0,200,0,0.6935599,54,146,2,14401,8.645383076100188e-09
78,15600,0.0,200,0,0.6895799,57,143,10,14601,4.1130959971269476e-07
79,15800,0.0,200,0,0.6855999,53,147,22,14801,1.3933945552935256e-08
80,16000,0.0,200,0,0.6816199000000001,57,143,4,15001,8.06313948942261e-09
81,16200,0.0,200,0,0.6776399,67,133,26,15201,8.641890758553927e-09
82,16400,0.0,200,0,0.6736599000000001,65,135,31,15401,1.0988895837726886e-07
83,16600,0.0,200,0,0.6696799,64,136,2,15601,8.868446421672616e-09
84,16800,0.0,200,0,0.6656999,70,130,8,15801,8.945080232081182e-09
85,17000,0.0,200,0,0.6617199,78,122,29,16001,3.3705118696047975e-09
86,17200,0.0,200,0,0.6577398999999999,67,133,25,16201,3.638396961491708e-08
87,17400,0.0,200,0,0.6537599000000001,70,130,32,16401,3.10218553067898e-08
88,17600,0.0,200,0,0.6497799,69,131,36,16601,6.428984278272765e-08
89,17800,0.0,200,0,0.6457999,65,135,34,16801,6.528144691486659e-09
90,18000,0.0,200,0,0.6418199,81,119,40,17001,5.0018972075349666e-08
91,18200,0.0,200,0,0.6378398999999999,74,126,32,17201,6.496311044656977e-09
92,18400,0.0,200,0,0.6338599,70,130,35,17401,3.1240010578414967e-09
93,18600,0.0,200,0,0.6298799,70,130,30,17601,7.633634169224024e-09
94,18800,0.0,200,0,0.6258999000000001,80,120,42,17801,1.0629733537825814e-08
95,19000,0.0,200,0,0.6219199,76,124,36,18001,9.43559186339371e-09
96,19200,0.0,200,0,0.6179399,80,120,27,18201,4.2351890883196575e-09
97,19400,0.0,200,0,0.6139599,75,125,2,18401,3.028188189091452e-08
98,19600,0.0,200,0,0.6099799,78,122,28,18601,3.3377163255465803e-09
99,19800,0.0,200,0,0.6059999,81,119,8,18801,1.0586849619187433e-08
100,20000,0.0,200,0,0.6020198999999999,71,129,34,19001,6.393847229446692e-09
101,20200,0.0,200,0,0.5980399000000001,73,127,16,19201,1.117644021775277e-08
102,20400,0.0,200,0,0.5940599,73,127,23,19401,9.825814117903064e-08
103,20600,0.0,200,0,0.5900799,79,121,26,19601,3.0488450875054696e-08
104,20800,0.0,200,0,0.5860999,84,116,22,19801,3.856756691789087e-08
105,21000,0.0,200,0,0.5821198999999999,86,114,26,20001,1.2503027946308976e-08
106,21200,0.0,200,0,0.5781399,92,108,25,20201,3.894466527043505e-09
107,21400,0.0,200,0,0.5741599,79,121,40,20401,5.965372196214958e-08
108,21600,0.0,200,0,0.5701799000000001,83,117,38,20601,1.7858176049045937e-09
109,21800,0.0,200,0,0.5661999,88,112,34,20801,2.6303082378831277e-08
110,22000,0.0,200,0,0.5622199,85,115,31,21001,8.647456972710188e-09
111,22200,0.0,200,0,0.5582399,83,117,34,21201,1.299935625809212e-08
112,22400,0.0,200,0,0.5542599,79,121,23,21401,1.3686477018381993e-07
113,22600,0.0,200,0,0.5502799,92,108,31,21601,1.1951262202103408e-09
114,22800,0.0,200,0,0.5462999,85,115,29,21801,4.478975412780528e-09
115,23000,0.0,200,0,0.5423199000000001,97,103,27,22001,8.974443233000784e-08
116,23200,0.0,200,0,0.5383399,90,110,24,22201,2.5025863603644893e-09
117,23400,0.0,200,0,0.5343599,82,118,7,22401,4.766410821588352e-09
118,23600,0.0,200,0,0.5303799,88,112,31,22601,3.247043522947024e-09
119,23800,0.0,200,0,0.5263998999999999,86,114,22,22801,2.452227754190517e-09
120,24000,0.0,200,0,0.5224199,92,108,19,23001,3.3979288271979158e-09
121,24200,0.0,200,0,0.5184399,97,103,31,23201,1.277427656987129e-07
122,24400,0.0,200,0,0.5144599,95,105,18,23401,2.7629369014903205e-07
123,24600,0.0,200,0,0.5104799,104,96,14,23601,2.344952676480716e-09
124,24800,0.0,200,0,0.5064999,98,102,14,23801,1.7521406547871266e-09
125,25000,0.0,200,0,0.5025199,101,99,17,24001,1.5220086524436738e-08
126,25200,0.0,200,0,0.49853990000000004,117,83,22,24201,1.459426073324721e-07
127,25400,0.0,200,0,0.49455990000000005,91,109,30,24401,1.1172305747209066e-08
128,25600,0.0,200,0,0.49057989999999996,97,103,13,24601,7.329118645316157e-09
129,25800,0.0,200,0,0.4865999,106,94,38,24801,1.6763511467843273e-08
130,26000,0.0,200,0,0.4826199,89,111,24,25001,1.5222225258071376e-08
131,26200,0.0,200,0,0.4786399,101,99,41,25201,4.090321326088997e-08
132,26400,0.0,200,0,0.4746599,102,98,40,25401,1.7282674180663093e-09
133,26600,0.0,200,0,0.47067990000000004,108,92,63,25601,1.3851114921692442e-08
134,26800,0.0,200,0,0.46669989999999995,112,88,52,25801,8.72839667209746e-09
135,27000,0.0,200,0,0.46271989999999996,103,97,66,26001,2.325179382367537e-09
136,27200,0.0,200,0,0.4587399,114,86,62,26201,6.386579798345338e-07
137,27400,0.0,200,0,0.4547599,113,87,58,26401,9.86631998323162e-10
138,27600,0.0,200,0,0.4507799,114,86,58,26601,2.402924526023753e-09
139,27800,0.0,200,0,0.4467999,119,81,61,26801,6.063137103495819e-09
140,28000,0.0,200,0,0.44281989999999993,120,80,47,27001,2.468408695222024e-07
141,28200,0.0,200,0,0.43883989999999995,127,73,57,27201,1.1274331468413834e-09
142,28400,0.0,200,0,0.43485989999999997,124,76,58,27401,2.007508381751677e-09
143,28600,0.0,200,0,0.4308799,111,89,44,27601,1.0776959324942936e-09
144,28800,0.0,200,0,0.4268999,116,84,57,27801,6.061931401291076e-08
145,29000,0.0,200,0,0.4229198999999999,116,84,15,28001,3.005289572755032e-09
146,29200,0.0,200,0,0.4189398999999999,115,85,18,28201,2.401354448622328e-09
147,29400,0.0,200,0,0.41495990000000005,115,85,43,28401,1.7286169162744613e-09
148,29600,0.0,200,0,0.41097990000000006,132,68,29,28601,2.6111608875112324e-08
149,29800,0.0,200,0,0.4069999000000001,109,91,23,28801,7.968366522170811e-10
150,30000,0.0,200,0,0.4030199000000001,122,78,36,29001,1.03689978825372e-09
151,30200,0.0,200,0,0.3990399,128,72,29,29201,9.612471707498571e-09
152,30400,0.0,200,0,0.3950599,130,70,39,29401,3.3209759386920723e-09
153,30600,0.0,200,0,0.39107990000000004,127,73,48,29601,1.5885892601374962e-09
154,30800,0.0,200,0,0.38709990000000005,132,68,45,29801,2.6516844275903395e-09
155,31000,0.0,200,0,0.38311990000000007,138,62,56,30001,7.55277511643726e-08
156,31200,0.0,200,0,0.3791399,116,84,53,30201,2.2236634755756768e-09
157,31400,0.0,200,0,0.3751599,109,91,44,30401,5.20165599482425e-09
158,31600,0.0,200,0,0.3711799,126,74,52,30601,1.4674321313634664e-08
159,31800,0.0,200,0,0.3671999,129,71,56,30801,6.432274157752715e-10
160,32000,0.0,200,0,0.36321990000000004,126,74,54,31001,3.058996833615879e-09
161,32200,0.0,200,0,0.35923990000000006,126,74,50,31201,1.8743044449820445e-08
162,32400,0.0,200,0,0.35525989999999996,129,71,46,31401,1.3843265422863738e-09
163,32600,0.0,200,0,0.3512799,126,74,55,31601,4.354410165774425e-09
164,32800,0.0,200,0,0.3472999,126,74,59,31801,3.313933349957665e-09
165,33000,0.0,200,0,0.3433199,138,62,69,32001,1.842365371373944e-08
166,33200,0.0,200,0,0.3393399,123,77,52,32201,1.3423442624116433e-07
167,33400,0.0,200,0,0.33535989999999993,135,65,53,32401,5.255281099181275e-09
168,33600,0.0,200,0,0.33137989999999995,140,60,82,32601,3.4226586009822313e-09
169,33800,0.0,200,0,0.32739989999999997,130,70,56,32801,4.070566106406659e-08
170,34000,0.0,200,0,0.3234199,144,56,55,33001,6.403082508654734e-09
171,34200,0.0,200,0,0.3194399,135,65,37,33201,2.7866228435868834e-08
172,34400,0.0,200,0,0.3154599,150,50,40,33401,9.572780790279012e-09
173,34600,0.0,200,0,0.3114798999999999,140,60,35,33601,3.5419718269480427e-09
174,34800,0.0,200,0,0.30749989999999994,139,61,57,33801,1.8256735012656122e-09
175,35000,0.0,200,0,0.30351989999999995,138,62,68,34001,7.409559188431558e-09
176,35200,0.0,200,0,0.29953989999999997,142,58,32,34201,3.848971807940416e-09
177,35400,0.0,200,0,0.2955599,141,59,66,34401,2.6605162517512326e-09
