method,seed,total_env_steps,completed_episodes,gradient_steps,greedy_actions,exploratory_actions,condition_triggers,condition_trigger_rate_among_greedy,final_epsilon,device,env_id,experiment_name,replay_capacity,batch_size,learning_starts,hidden_dim,gamma,learning_rate,gradient_clip_norm,target_sync_interval,epsilon_start,epsilon_end,epsilon_decay_steps,sparse_reward,always_greedy_training,eval_interval,eval_episodes,eval_seed,use_wandb,wandb_project
dynamic_condition,999,100000,550,99001,74669,25331,29730,0.398157200444629,0.0050000000000000044,cpu,MountainCar-v0,dynamic_condition,50000,64,1000,64,0.99,0.001,10.0,100,1.0,0.005,50000,True,False,10000,10,10000,True,MountainCar-DQN
