episode,env_step,return,length,success,epsilon,greedy_actions,exploratory_actions,condition_triggers,gradient_steps_so_far,latest_loss
1,200,-200.0,200,0,0.0,200,0,0,0,
2,400,-200.0,200,0,0.0,200,0,0,0,
3,600,-200.0,200,0,0.0,200,0,0,0,
4,800,-200.0,200,0,0.0,200,0,0,0,
5,1000,-200.0,200,0,0.0,200,0,1,1,0.5013094544410706
6,1200,-200.0,200,0,0.0,200,0,36,201,0.000291481614112854
7,1400,-200.0,200,0,0.0,200,0,0,401,0.00011982022988377139
8,1600,-200.0,200,0,0.0,200,0,0,601,0.00012315731146372855
9,1800,-200.0,200,0,0.0,200,0,0,801,0.00010758429561974481
10,2000,-200.0,200,0,0.0,200,0,0,1001,7.736821135040373e-05
11,2200,-200.0,200,0,0.0,200,0,0,1201,7.534159522037953e-05
12,2400,-200.0,200,0,0.0,200,0,0,1401,4.881399217993021e-05
13,2600,-200.0,200,0,0.0,200,0,0,1601,5.202538886805996e-05
14,2800,-200.0,200,0,0.0,200,0,0,1801,3.316907532280311e-05
15,3000,-200.0,200,0,0.0,200,0,0,2001,5.079999391455203e-05
16,3200,-200.0,200,0,0.0,200,0,0,2201,1.5723981050541624e-05
17,3400,-200.0,200,0,0.0,200,0,0,2401,2.9553029889939353e-05
18,3600,-200.0,200,0,0.0,200,0,0,2601,1.570097083458677e-05
19,3800,-200.0,200,0,0.0,200,0,0,2801,2.036859223153442e-05
20,4000,-200.0,200,0,0.0,200,0,0,3001,3.5022701922571287e-05
21,4200,-200.0,200,0,0.0,200,0,0,3201,1.4150069546303712e-05
22,4400,-200.0,200,0,0.0,200,0,0,3401,3.119801476714201e-05
23,4600,-200.0,200,0,0.0,200,0,0,3601,3.014348476426676e-05
24,4800,-200.0,200,0,0.0,200,0,0,3801,3.0723120289621875e-05
25,5000,-200.0,200,0,0.0,200,0,0,4001,3.27512898365967e-05
26,5200,-200.0,200,0,0.0,200,0,0,4201,3.88878834201023e-05
27,5400,-200.0,200,0,0.0,200,0,0,4401,6.87431893311441e-05
28,5600,-200.0,200,0,0.0,200,0,0,4601,8.038905798457563e-05
29,5800,-200.0,200,0,0.0,200,0,0,4801,6.644726090598851e-05
30,6000,-200.0,200,0,0.0,200,0,0,5001,5.2401657740119845e-05
31,6200,-200.0,200,0,0.0,200,0,0,5201,8.546128810849041e-05
32,6400,-200.0,200,0,0.0,200,0,0,5401,0.00011272662959527224
33,6600,-200.0,200,0,0.0,200,0,0,5601,6.618854240514338e-05
34,6800,-200.0,200,0,0.0,200,0,0,5801,7.065031968522817e-05
35,7000,-200.0,200,0,0.0,200,0,0,6001,6.471149390563369e-05
36,7200,-200.0,200,0,0.0,200,0,0,6201,0.00013596616918221116
37,7400,-200.0,200,0,0.0,200,0,0,6401,4.324710607761517e-05
38,7600,-200.0,200,0,0.0,200,0,0,6601,9.238692291546613e-05
39,7800,-200.0,200,0,0.0,200,0,0,6801,8.337734470842406e-05
40,8000,-200.0,200,0,0.0,200,0,0,7001,0.00010945336543954909
41,8200,-200.0,200,0,0.0,200,0,0,7201,0.00010175224451813847
42,8400,-200.0,200,0,0.0,200,0,0,7401,9.947332728188485e-05
43,8600,-200.0,200,0,0.0,200,0,0,7601,8.558939589420334e-05
44,8800,-200.0,200,0,0.0,200,0,0,7801,0.0001140000531449914
45,9000,-200.0,200,0,0.0,200,0,0,8001,7.467113027814776e-05
46,9200,-200.0,200,0,0.0,200,0,0,8201,0.00013252347707748413
47,9400,-200.0,200,0,0.0,200,0,0,8401,0.00016463262727484107
48,9600,-200.0,200,0,0.0,200,0,0,8601,0.00012113406410207972
49,9800,-200.0,200,0,0.0,200,0,0,8801,8.329360571224242e-05
50,10000,-200.0,200,0,0.0,200,0,0,9001,8.384757529711351e-05
51,10200,-200.0,200,0,0.0,200,0,0,9201,8.296149462694302e-05
52,10400,-200.0,200,0,0.0,200,0,0,9401,7.8162360296119e-05
53,10600,-200.0,200,0,0.0,200,0,0,9601,9.976850560633466e-05
54,10800,-200.0,200,0,0.0,200,0,0,9801,0.00010819437011377886
55,11000,-200.0,200,0,0.0,200,0,0,10001,0.00016955190221779048
56,11200,-200.0,200,0,0.0,200,0,0,10201,0.0001284092868445441
57,11400,-200.0,200,0,0.0,200,0,0,10401,8.377473568543792e-05
58,11600,-200.0,200,0,0.0,200,0,0,10601,8.751374843996018e-05
59,11800,-200.0,200,0,0.0,200,0,0,10801,8.416771015617996e-05
60,12000,-200.0,200,0,0.0,200,0,0,11001,0.00011856635683216155
61,12200,-200.0,200,0,0.0,200,0,0,11201,6.651021249126643e-05
62,12400,-200.0,200,0,0.0,200,0,0,11401,9.471893281443045e-05
63,12600,-200.0,200,0,0.0,200,0,0,11601,8.377758058486506e-05
64,12800,-200.0,200,0,0.0,200,0,0,11801,9.110490645980462e-05
65,13000,-200.0,200,0,0.0,200,0,0,12001,0.0002254942519357428
66,13200,-200.0,200,0,0.0,200,0,0,12201,7.497869955841452e-05
67,13400,-200.0,200,0,0.0,200,0,0,12401,7.275385723914951e-05
68,13600,-200.0,200,0,0.0,200,0,0,12601,7.147724681999534e-05
69,13800,-200.0,200,0,0.0,200,0,0,12801,8.887495641829446e-05
70,14000,-200.0,200,0,0.0,200,0,0,13001,9.854110976448283e-05
71,14200,-200.0,200,0,0.0,200,0,0,13201,9.691376908449456e-05
72,14400,-200.0,200,0,0.0,200,0,0,13401,6.772322376491502e-05
73,14600,-200.0,200,0,0.0,200,0,0,13601,9.543789201416075e-05
74,14800,-200.0,200,0,0.0,200,0,0,13801,0.00010090292198583484
75,15000,-200.0,200,0,0.0,200,0,0,14001,0.00012202197831356898
76,15200,-200.0,200,0,0.0,200,0,0,14201,7.084492244757712e-05
77,15400,-200.0,200,0,0.0,200,0,0,14401,0.00012517489085439593
78,15600,-200.0,200,0,0.0,200,0,0,14601,6.388372275978327e-05
79,15800,-200.0,200,0,0.0,200,0,0,14801,0.00012072892423020676
80,16000,-200.0,200,0,0.0,200,0,0,15001,7.593572809128091e-05
81,16200,-200.0,200,0,0.0,200,0,0,15201,9.500292071606964e-05
82,16400,-200.0,200,0,0.0,200,0,0,15401,8.225609781220555e-05
83,16600,-200.0,200,0,0.0,200,0,0,15601,9.440417488804087e-05
84,16800,-200.0,200,0,0.0,200,0,0,15801,0.00012397112732287496
85,17000,-200.0,200,0,0.0,200,0,0,16001,0.00014868452853988856
86,17200,-200.0,200,0,0.0,200,0,0,16201,9.014616080094129e-05
87,17400,-200.0,200,0,0.0,200,0,0,16401,0.00010048872354673222
88,17600,-200.0,200,0,0.0,200,0,0,16601,7.68681347835809e-05
89,17800,-200.0,200,0,0.0,200,0,0,16801,9.096151916310191e-05
90,18000,-200.0,200,0,0.0,200,0,0,17001,0.00037445276393555105
91,18200,-200.0,200,0,0.0,200,0,0,17201,7.968421414261684e-05
92,18400,-200.0,200,0,0.0,200,0,0,17401,0.00010059272608486935
93,18600,-200.0,200,0,0.0,200,0,0,17601,5.448429146781564e-05
94,18800,-200.0,200,0,0.0,200,0,0,17801,0.00011453221668489277
95,19000,-200.0,200,0,0.0,200,0,0,18001,0.00015217886539176106
96,19200,-200.0,200,0,0.0,200,0,0,18201,0.00020508313900791109
97,19400,-200.0,200,0,0.0,200,0,0,18401,0.00016615116328466684
98,19600,-200.0,200,0,0.0,200,0,0,18601,8.503433491569012e-05
99,19800,-200.0,200,0,0.0,200,0,0,18801,0.00010671430209185928
100,20000,-200.0,200,0,0.0,200,0,0,19001,0.00018771014583762735
101,20200,-200.0,200,0,0.0,200,0,0,19201,0.00015032013470772654
102,20400,-200.0,200,0,0.0,200,0,0,19401,0.00013026903616264462
103,20600,-200.0,200,0,0.0,200,0,0,19601,0.00016165728447958827
104,20800,-200.0,200,0,0.0,200,0,0,19801,0.00010212102642981336
105,21000,-200.0,200,0,0.0,200,0,0,20001,0.00016656731895636767
106,21200,-200.0,200,0,0.0,200,0,0,20201,0.0002375641488470137
107,21400,-200.0,200,0,0.0,200,0,0,20401,0.0001272542285732925
108,21600,-200.0,200,0,0.0,200,0,0,20601,0.00011523572175065055
109,21800,-200.0,200,0,0.0,200,0,0,20801,0.00015662400983273983
110,22000,-200.0,200,0,0.0,200,0,0,21001,0.0001012330612866208
111,22200,-200.0,200,0,0.0,200,0,0,21201,0.00016500850324518979
112,22400,-200.0,200,0,0.0,200,0,0,21401,8.284999785246328e-05
113,22600,-200.0,200,0,0.0,200,0,0,21601,0.00013471099373418838
114,22800,-200.0,200,0,0.0,200,0,0,21801,0.0002054287469945848
115,23000,-200.0,200,0,0.0,200,0,0,22001,0.00010772980022011325
116,23200,-200.0,200,0,0.0,200,0,0,22201,9.378627146361396e-05
117,23400,-200.0,200,0,0.0,200,0,0,22401,0.00013388926163315773
118,23600,-200.0,200,0,0.0,200,0,0,22601,8.332460129167885e-05
119,23800,-200.0,200,0,0.0,200,0,0,22801,8.134003292070702e-05
120,24000,-200.0,200,0,0.0,200,0,0,23001,0.00014511594781652093
121,24200,-200.0,200,0,0.0,200,0,0,23201,9.12835675990209e-05
122,24307,-107.0,107,1,0.0,107,0,0,23308,0.00036360605736263096
123,24415,-108.0,108,1,0.0,108,0,0,23416,0.00029235961847007275
124,24615,-200.0,200,0,0.0,200,0,0,23616,0.00011646941857179627
125,24815,-200.0,200,0,0.0,200,0,0,23816,7.105715485522524e-05
126,24933,-118.0,118,1,0.0,118,0,0,23934,0.00023830716963857412
127,25133,-200.0,200,0,0.0,200,0,0,24134,0.00019893984426744282
128,25333,-200.0,200,0,0.0,200,0,0,24334,0.00015484300092794
129,25533,-200.0,200,0,0.0,200,0,0,24534,1.0105177164077759
130,25733,-200.0,200,0,0.0,200,0,0,24734,0.00022800173610448837
131,25933,-200.0,200,0,0.0,200,0,0,24934,0.00019963219529017806
132,26133,-200.0,200,0,0.0,200,0,0,25134,0.00021660674246959388
133,26333,-200.0,200,0,0.0,200,0,0,25334,0.0003864664176944643
134,26499,-166.0,166,1,0.0,166,0,0,25500,0.0001277205883525312
135,26666,-167.0,167,1,0.0,167,0,0,25667,0.0005263637285679579
136,26824,-158.0,158,1,0.0,158,0,0,25825,0.0002295279409736395
137,26997,-173.0,173,1,0.0,173,0,0,25998,0.0009220605134032667
138,27197,-200.0,200,0,0.0,200,0,0,26198,0.00018480797007214278
139,27397,-200.0,200,0,0.0,200,0,0,26398,0.0007128637516871095
140,27597,-200.0,200,0,0.0,200,0,0,26598,0.0003311186155769974
141,27739,-142.0,142,1,0.0,142,0,0,26740,0.001364715863019228
142,27906,-167.0,167,1,0.0,167,0,0,26907,0.001934932661242783
143,28106,-200.0,200,0,0.0,200,0,0,27107,0.001009090687148273
144,28306,-200.0,200,0,0.0,200,0,0,27307,0.00045753197628073394
145,28466,-160.0,160,1,0.0,160,0,0,27467,0.0009623627411201596
146,28623,-157.0,157,1,0.0,157,0,0,27624,0.0004989143344573677
147,28823,-200.0,200,0,0.0,200,0,0,27824,0.0021848008036613464
148,29023,-200.0,200,0,0.0,200,0,0,28024,0.001663700444623828
149,29223,-200.0,200,0,0.0,200,0,0,28224,0.0005709835095331073
150,29423,-200.0,200,0,0.0,200,0,0,28424,1.0424407720565796
151,29623,-200.0,200,0,0.0,200,0,0,28624,0.001514281495474279
152,29823,-200.0,200,0,0.0,200,0,0,28824,0.0008656349964439869
153,29974,-151.0,151,1,0.0,151,0,0,28975,0.0015554830897599459
154,30125,-151.0,151,1,0.0,151,0,0,29126,0.001665316871367395
155,30325,-200.0,200,0,0.0,200,0,0,29326,0.0004114634939469397
156,30525,-200.0,200,0,0.0,200,0,0,29526,0.0008117445395328104
157,30666,-141.0,141,1,0.0,141,0,0,29667,0.0028349647764116526
158,30806,-140.0,140,1,0.0,140,0,0,29807,0.00044722692109644413
159,30922,-116.0,116,1,0.0,116,0,0,29923,0.0005410186713561416
160,31122,-200.0,200,0,0.0,200,0,0,30123,0.0007884050137363374
161,31265,-143.0,143,1,0.0,143,0,0,30266,0.0009647479164414108
162,31465,-200.0,200,0,0.0,200,0,0,30466,0.0004978619399480522
163,31665,-200.0,200,0,0.0,200,0,0,30666,0.0007835568976588547
164,31865,-200.0,200,0,0.0,200,0,0,30866,0.0008795437752269208
165,32065,-200.0,200,0,0.0,200,0,0,31066,0.0008990148780867457
166,32259,-194.0,194,1,0.0,194,0,0,31260,0.0009352467022836208
167,32459,-200.0,200,0,0.0,200,0,0,31460,0.0015616101445630193
168,32659,-200.0,200,0,0.0,200,0,0,31660,0.0017837985651567578
169,32859,-200.0,200,0,0.0,200,0,0,31860,0.002964755054563284
170,32996,-137.0,137,1,0.0,137,0,0,31997,0.0028750065248459578
171,33137,-141.0,141,1,0.0,141,0,0,32138,0.004136016126722097
172,33337,-200.0,200,0,0.0,200,0,0,32338,0.011268912814557552
173,33537,-200.0,200,0,0.0,200,0,0,32538,0.0010512280277907848
174,33737,-200.0,200,0,0.0,200,0,0,32738,0.0028743387665599585
175,33937,-200.0,200,0,0.0,200,0,0,32938,0.0004657408862840384
176,34137,-200.0,200,0,0.0,200,0,0,33138,0.001237588468939066
177,34337,-200.0,200,0,0.0,200,0,0,33338,0.003501368220895529
178,34537,-200.0,200,0,0.0,200,0,0,33538,0.0017634592950344086
179,34737,-200.0,200,0,0.0,200,0,0,33738,0.003197279293090105
180,34892,-155.0,155,1,0.0,155,0,0,33893,0.923213005065918
181,35092,-200.0,200,0,0.0,200,0,0,34093,0.0039706784300506115
182,35292,-200.0,200,0,0.0,200,0,0,34293,0.0061324904672801495
183,35492,-200.0,200,0,0.0,200,0,0,34493,0.006958548910915852
