evaluation_episodes,evaluation_seed_start,mean_return,std_return,median_return,success_rate,mean_episode_length,mean_length_when_successful,checkpoint
100,10000,-108.43,7.0728603503358904,-110.0,1.0,108.43,108.43,finalResults2noS\fixed_freq_32\seed_9999\checkpoint.pt
