evaluation_episode,evaluation_seed,return,length,success
1,10000,-117.0,117,1
2,10001,-121.0,121,1
3,10002,-119.0,119,1
4,10003,-120.0,120,1
5,10004,-136.0,136,1
6,10005,-116.0,116,1
7,10006,-116.0,116,1
8,10007,-129.0,129,1
9,10008,-118.0,118,1
10,10009,-117.0,117,1
11,10010,-116.0,116,1
12,10011,-117.0,117,1
13,10012,-116.0,116,1
14,10013,-117.0,117,1
15,10014,-116.0,116,1
16,10015,-117.0,117,1
17,10016,-116.0,116,1
18,10017,-118.0,118,1
19,10018,-117.0,117,1
20,10019,-120.0,120,1
21,10020,-116.0,116,1
22,10021,-116.0,116,1
23,10022,-121.0,121,1
24,10023,-120.0,120,1
25,10024,-115.0,115,1
26,10025,-118.0,118,1
27,10026,-200.0,200,0
28,10027,-116.0,116,1
29,10028,-116.0,116,1
30,10029,-117.0,117,1
31,10030,-116.0,116,1
32,10031,-114.0,114,1
33,10032,-200.0,200,0
34,10033,-116.0,116,1
35,10034,-118.0,118,1
36,10035,-115.0,115,1
37,10036,-116.0,116,1
38,10037,-117.0,117,1
39,10038,-200.0,200,0
40,10039,-115.0,115,1
41,10040,-116.0,116,1
42,10041,-118.0,118,1
43,10042,-120.0,120,1
44,10043,-123.0,123,1
45,10044,-118.0,118,1
46,10045,-120.0,120,1
47,10046,-117.0,117,1
48,10047,-118.0,118,1
49,10048,-118.0,118,1
50,10049,-118.0,118,1
51,10050,-116.0,116,1
52,10051,-116.0,116,1
53,10052,-117.0,117,1
54,10053,-117.0,117,1
55,10054,-120.0,120,1
56,10055,-115.0,115,1
57,10056,-116.0,116,1
58,10057,-116.0,116,1
59,10058,-116.0,116,1
60,10059,-116.0,116,1
61,10060,-117.0,117,1
62,10061,-118.0,118,1
63,10062,-140.0,140,1
64,10063,-115.0,115,1
65,10064,-200.0,200,0
66,10065,-116.0,116,1
67,10066,-116.0,116,1
68,10067,-118.0,118,1
69,10068,-130.0,130,1
70,10069,-200.0,200,0
71,10070,-116.0,116,1
72,10071,-117.0,117,1
73,10072,-116.0,116,1
74,10073,-200.0,200,0
75,10074,-123.0,123,1
76,10075,-116.0,116,1
77,10076,-120.0,120,1
78,10077,-117.0,117,1
79,10078,-118.0,118,1
80,10079,-116.0,116,1
81,10080,-116.0,116,1
82,10081,-139.0,139,1
83,10082,-118.0,118,1
84,10083,-116.0,116,1
85,10084,-116.0,116,1
86,10085,-117.0,117,1
87,10086,-117.0,117,1
88,10087,-116.0,116,1
89,10088,-118.0,118,1
90,10089,-120.0,120,1
91,10090,-116.0,116,1
92,10091,-116.0,116,1
93,10092,-116.0,116,1
94,10093,-200.0,200,0
95,10094,-116.0,116,1
96,10095,-120.0,120,1
97,10096,-117.0,117,1
98,10097,-117.0,117,1
99,10098,-117.0,117,1
100,10099,-119.0,119,1
