evaluation_episode,evaluation_seed,return,length,success
1,10000,-102.0,102,1
2,10001,-101.0,101,1
3,10002,-102.0,102,1
4,10003,-101.0,101,1
5,10004,-96.0,96,1
6,10005,-103.0,103,1
7,10006,-104.0,104,1
8,10007,-97.0,97,1
9,10008,-102.0,102,1
10,10009,-102.0,102,1
11,10010,-104.0,104,1
12,10011,-103.0,103,1
13,10012,-104.0,104,1
14,10013,-103.0,103,1
15,10014,-104.0,104,1
16,10015,-103.0,103,1
17,10016,-104.0,104,1
18,10017,-102.0,102,1
19,10018,-103.0,103,1
20,10019,-101.0,101,1
21,10020,-104.0,104,1
22,10021,-103.0,103,1
23,10022,-101.0,101,1
24,10023,-101.0,101,1
25,10024,-106.0,106,1
26,10025,-102.0,102,1
27,10026,-86.0,86,1
28,10027,-103.0,103,1
29,10028,-103.0,103,1
30,10029,-106.0,106,1
31,10030,-103.0,103,1
32,10031,-106.0,106,1
33,10032,-84.0,84,1
34,10033,-104.0,104,1
35,10034,-102.0,102,1
36,10035,-106.0,106,1
37,10036,-104.0,104,1
38,10037,-103.0,103,1
39,10038,-156.0,156,1
40,10039,-106.0,106,1
41,10040,-103.0,103,1
42,10041,-102.0,102,1
43,10042,-101.0,101,1
44,10043,-99.0,99,1
45,10044,-102.0,102,1
46,10045,-101.0,101,1
47,10046,-103.0,103,1
48,10047,-102.0,102,1
49,10048,-102.0,102,1
50,10049,-102.0,102,1
51,10050,-103.0,103,1
52,10051,-103.0,103,1
53,10052,-102.0,102,1
54,10053,-103.0,103,1
55,10054,-101.0,101,1
56,10055,-103.0,103,1
57,10056,-103.0,103,1
58,10057,-103.0,103,1
59,10058,-103.0,103,1
60,10059,-103.0,103,1
61,10060,-103.0,103,1
62,10061,-102.0,102,1
63,10062,-158.0,158,1
64,10063,-103.0,103,1
65,10064,-84.0,84,1
66,10065,-103.0,103,1
67,10066,-103.0,103,1
68,10067,-102.0,102,1
69,10068,-97.0,97,1
70,10069,-84.0,84,1
71,10070,-104.0,104,1
72,10071,-103.0,103,1
73,10072,-103.0,103,1
74,10073,-152.0,152,1
75,10074,-99.0,99,1
76,10075,-103.0,103,1
77,10076,-101.0,101,1
78,10077,-103.0,103,1
79,10078,-102.0,102,1
80,10079,-103.0,103,1
81,10080,-103.0,103,1
82,10081,-158.0,158,1
83,10082,-102.0,102,1
84,10083,-103.0,103,1
85,10084,-106.0,106,1
86,10085,-103.0,103,1
87,10086,-102.0,102,1
88,10087,-103.0,103,1
89,10088,-102.0,102,1
90,10089,-101.0,101,1
91,10090,-103.0,103,1
92,10091,-103.0,103,1
93,10092,-106.0,106,1
94,10093,-156.0,156,1
95,10094,-104.0,104,1
96,10095,-101.0,101,1
97,10096,-103.0,103,1
98,10097,-102.0,102,1
99,10098,-102.0,102,1
100,10099,-102.0,102,1
